,Feature Name
Feature n°1,CCR2nncMC_Frequency
Feature n°2,CD4Tnaive_Frequency
Feature n°3,CD56brightCD16nNKcells_Frequency
Feature n°4,CD61pCD41pPLT_STAT3
Feature n°5,CD62LnAgedNeutrophils_S6
Feature n°6,CD62LpImmatureNeutrophils_Frequency
Feature n°7,gdTcells_Frequency
Feature n°8,mDC_S6
Feature n°9,Th1mem_S6
Feature n°10,Th1naive_CREB
Feature n°11,Th1naive_S6
Feature n°12,Th1naive_STAT6
