,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.300, 0.767]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.062, 0.512] (p=0.029)","0.466 [0.223, 0.743] (p=0.102)","16.000 [14.750, 17.000] (p=1.040e-08)","0.435 [0.376, 0.500] (p=1.248e-72)"
SS 05,"0.220 [0.040, 0.450] (p=0.013)","0.382 [0.235, 0.663] (p=0.02)","16.000 [14.000, 17.000] (p=1.052e-08)","0.450 [0.381, 0.500] (p=1.243e-72)"
SS 08,"0.240 [0.051, 0.480] (p=0.028)","0.389 [0.243, 0.638] (p=0.064)","15.000 [14.000, 16.000] (p=1.029e-08)","0.450 [0.391, 0.516] (p=1.231e-72)"
Lasso,"0.175 [0.050, 0.321] (p=0.002)","0.387 [0.219, 0.626] (p=0.014)","0.000 [0.000, 5.750] (p=1.126e-02)","0.000 [0.000, 0.000] (p=7.522e-08)"
Lasso 1SE,"0.240 [0.101, 0.401] (p=0.009)","0.408 [0.218, 0.655] (p=0.021)","0.000 [0.000, 4.500] (p=4.321e-02)","0.000 [0.000, 0.000] (p=8.009e-05)"
ElasticNet,"0.240 [0.060, 0.500] (p=0.043)","0.395 [0.236, 0.697] (p=0.128)","0.000 [0.000, 2.000] (p=2.235e-02)","0.000 [0.000, 0.000] (p=4.535e-06)"
