,ROC AUC,Average Precision,N features,CVS
STABL,"0.540 [0.237, 0.798]","0.679 [0.413, 0.888]","1.500 [0.000, 3.500]","0.000 [0.000, 0.125]"
SS 03,"0.860 [0.637, 1.000] (p=0.007)","0.917 [0.738, 1.000] (p=0.003)","15.000 [14.000, 16.000] (p=5.358e-08)","0.722 [0.591, 0.800] (p=9.270e-63)"
SS 05,"0.840 [0.619, 1.000] (p=0.01)","0.902 [0.730, 1.000] (p=0.003)","12.000 [11.000, 13.000] (p=5.452e-08)","0.690 [0.533, 0.800] (p=3.699e-62)"
SS 08,"0.500 [0.209, 0.788] (p=0.392)","0.669 [0.409, 0.879] (p=0.471)","5.000 [5.000, 5.000] (p=2.340e-03)","0.571 [0.429, 0.667] (p=2.955e-58)"
Lasso,"0.880 [0.657, 1.000] (p=0.005)","0.919 [0.774, 1.000] (p=0.002)","17.000 [15.000, 19.000] (p=5.810e-08)","0.667 [0.577, 0.726] (p=1.633e-62)"
Lasso 1SE,"0.870 [0.657, 1.000] (p=0.001)","0.911 [0.726, 1.000] (p=0.003)","17.000 [15.000, 18.000] (p=5.612e-08)","0.667 [0.571, 0.722] (p=1.709e-62)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.008)","0.937 [0.804, 1.000] (p=0.002)","72.000 [57.750, 105.500] (p=5.954e-08)","0.575 [0.465, 0.693] (p=1.459e-58)"
