,ROC AUC,Average Precision,N features,CVS
STABL,"0.560 [0.286, 0.808]","0.640 [0.381, 0.877]","8.000 [7.000, 9.000]","0.385 [0.000, 0.500]"
SS 03,"0.630 [0.365, 0.859] (p=0.276)","0.678 [0.409, 0.907] (p=0.372)","13.000 [12.000, 14.000] (p=1.365e-07)","0.667 [0.600, 0.750] (p=1.727e-43)"
SS 05,"0.630 [0.360, 0.860] (p=0.242)","0.678 [0.403, 0.913] (p=0.378)","13.000 [12.000, 14.000] (p=1.314e-07)","0.667 [0.600, 0.750] (p=1.075e-43)"
SS 08,"0.630 [0.374, 0.875] (p=0.235)","0.678 [0.382, 0.909] (p=0.378)","13.000 [12.000, 14.000] (p=1.346e-07)","0.667 [0.600, 0.769] (p=1.003e-43)"
Lasso,"0.570 [0.293, 0.830] (p=0.464)","0.640 [0.371, 0.896] (p=0.48)","8.000 [4.000, 11.000] (p=3.905e-01)","0.500 [0.300, 0.636] (p=1.265e-09)"
Lasso 1SE,"0.550 [0.283, 0.813] (p=0.481)","0.632 [0.348, 0.898] (p=0.454)","8.000 [3.750, 11.000] (p=4.542e-01)","0.500 [0.273, 0.631] (p=5.140e-08)"
ElasticNet,"0.640 [0.363, 0.879] (p=0.258)","0.682 [0.399, 0.933] (p=0.381)","11.000 [5.750, 15.000] (p=1.341e-02)","0.528 [0.364, 0.688] (p=1.770e-14)"
