,ROC AUC,Average Precision,N features,CVS
STABL,"0.595 [0.323, 0.843]","0.688 [0.411, 0.909]","10.500 [6.000, 21.000]","0.333 [0.167, 0.500]"
SS 03,"0.540 [0.271, 0.800] (p=0.393)","0.526 [0.314, 0.850] (p=0.117)","2.000 [2.000, 3.000] (p=1.557e-51)","0.500 [0.250, 0.667] (p=7.772e-254)"
SS 05,"0.500 [0.500, 0.500] (p=0.292)","0.500 [0.299, 0.750] (p=0.091)","0.000 [0.000, 0.000] (p=4.224e-70)","0.000 [0.000, 0.000] (p=0.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.31)","0.500 [0.300, 0.700] (p=0.087)","0.000 [0.000, 0.000] (p=4.224e-70)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.490 [0.190, 0.786] (p=0.196)","0.677 [0.383, 0.889] (p=0.495)","7.000 [4.000, 10.000] (p=1.499e-09)","0.400 [0.273, 0.571] (p=0.000e+00)"
Lasso 1SE,"0.510 [0.232, 0.810] (p=0.249)","0.673 [0.406, 0.884] (p=0.453)","6.500 [2.750, 10.000] (p=6.807e-13)","0.278 [0.125, 0.429] (p=7.931e-93)"
ElasticNet,"0.560 [0.260, 0.857] (p=0.375)","0.738 [0.454, 0.922] (p=0.363)","10.500 [9.750, 14.250] (p=6.296e-01)","0.429 [0.333, 0.571] (p=0.000e+00)"
