,ROC AUC,Average Precision,N features,CVS
STABL,"0.830 [0.626, 0.980]","0.833 [0.605, 0.992]","9.500 [4.000, 12.250]","0.400 [0.250, 0.529]"
SS 03,"0.660 [0.406, 0.890] (p=0.039)","0.697 [0.426, 0.925] (p=0.116)","13.000 [11.750, 14.000] (p=1.328e-02)","0.699 [0.625, 0.786] (p=2.859e-43)"
SS 05,"0.760 [0.507, 0.948] (p=0.257)","0.793 [0.568, 0.958] (p=0.301)","11.000 [10.000, 11.000] (p=3.302e-01)","0.750 [0.649, 0.909] (p=1.039e-48)"
SS 08,"0.800 [0.552, 0.973] (p=0.415)","0.843 [0.637, 0.982] (p=0.478)","8.000 [7.000, 8.000] (p=5.953e-01)","0.764 [0.667, 0.875] (p=4.703e-50)"
Lasso,"0.570 [0.302, 0.830] (p=0.014)","0.640 [0.348, 0.906] (p=0.049)","9.500 [4.000, 11.000] (p=6.837e-01)","0.455 [0.273, 0.600] (p=4.255e-03)"
Lasso 1SE,"0.550 [0.250, 0.808] (p=0.016)","0.632 [0.388, 0.879] (p=0.055)","9.500 [3.750, 11.000] (p=5.966e-01)","0.441 [0.250, 0.612] (p=2.581e-02)"
ElasticNet,"0.640 [0.360, 0.869] (p=0.05)","0.682 [0.408, 0.928] (p=0.108)","11.000 [5.750, 15.000] (p=1.785e-01)","0.528 [0.364, 0.688] (p=1.130e-10)"
