,ROC AUC,Average Precision,N features,CVS
STABL,"0.350 [0.107, 0.615]","0.455 [0.255, 0.777]","13.500 [8.750, 16.250]","0.357 [0.000, 0.457]"
SS 03,"0.540 [0.252, 0.788] (p=0.021)","0.639 [0.352, 0.887] (p=0.019)","15.000 [15.000, 16.000] (p=8.482e-02)","0.568 [0.500, 0.684] (p=9.087e-39)"
SS 05,"0.500 [0.219, 0.730] (p=0.036)","0.615 [0.365, 0.860] (p=0.044)","12.000 [11.750, 13.000] (p=5.756e-01)","0.529 [0.438, 0.600] (p=8.384e-29)"
SS 08,"0.385 [0.143, 0.657] (p=0.365)","0.489 [0.282, 0.809] (p=0.337)","7.000 [6.750, 8.000] (p=4.549e-04)","0.500 [0.424, 0.656] (p=6.690e-24)"
Lasso,"0.400 [0.109, 0.677] (p=0.347)","0.587 [0.317, 0.821] (p=0.158)","10.000 [1.000, 12.250] (p=2.764e-02)","0.118 [0.000, 0.333] (p=8.160e-06)"
Lasso 1SE,"0.420 [0.135, 0.688] (p=0.289)","0.587 [0.299, 0.833] (p=0.143)","10.000 [0.000, 12.000] (p=2.038e-02)","0.000 [0.000, 0.333] (p=1.181e-07)"
ElasticNet,"0.160 [0.020, 0.354] (p=0.097)","0.367 [0.221, 0.655] (p=0.23)","2.500 [0.000, 13.250] (p=5.044e-02)","0.000 [0.000, 0.113] (p=8.908e-21)"
