,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.312, 0.500]","0.476 [0.269, 0.685]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.061, 0.531] (p=0.117)","0.423 [0.233, 0.713] (p=0.293)","2.500 [2.000, 3.000] (p=4.586e-08)","0.333 [0.200, 0.500] (p=6.208e-56)"
SS 05,"0.500 [0.500, 0.500] (p=0.506)","0.500 [0.300, 0.750] (p=0.498)","0.000 [0.000, 0.000] (p=3.421e-01)","0.000 [0.000, 0.000] (p=1.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.495)","0.500 [0.300, 0.700] (p=0.512)","0.000 [0.000, 0.000] (p=3.421e-01)","0.000 [0.000, 0.000] (p=1.000e+00)"
Lasso,"0.200 [0.071, 0.357] (p=0.014)","0.387 [0.208, 0.627] (p=0.064)","0.000 [0.000, 2.750] (p=1.634e-02)","0.000 [0.000, 0.000] (p=4.535e-06)"
Lasso 1SE,"0.270 [0.121, 0.429] (p=0.108)","0.408 [0.223, 0.639] (p=0.195)","0.000 [0.000, 2.000] (p=6.743e-02)","0.000 [0.000, 0.000] (p=1.382e-03)"
ElasticNet,"0.270 [0.071, 0.511] (p=0.117)","0.412 [0.249, 0.701] (p=0.223)","0.000 [0.000, 2.000] (p=3.200e-02)","0.000 [0.000, 0.000] (p=8.009e-05)"
