,Fold selected features,Fold nb of features
Fold 0,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 1,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 2,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 3,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 4,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 5,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 6,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 7,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 8,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 9,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 10,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 11,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 12,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 13,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 14,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 15,"['ERK', 'STAT6', 'STAT5', 'STAT3', 'S6', 'IkB']",6
Fold 16,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 17,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 18,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 19,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6']",6
Fold 20,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 21,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 22,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 23,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 24,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 25,"['ERK', 'STAT6', 'STAT5', 'STAT3', 'S6', 'IkB']",6
Fold 26,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 27,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 28,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 29,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6']",6
Fold 30,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 31,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 32,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 33,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 34,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 35,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 36,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 37,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 38,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 39,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 40,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 41,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 42,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 43,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 44,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 45,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 46,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 47,"['ERK', 'STAT6', 'STAT5', 'STAT3', 'S6', 'IkB']",6
Fold 48,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 49,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 50,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 51,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 52,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 53,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 54,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 55,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 56,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 57,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 58,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6']",6
Fold 59,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 60,"['NFkB', 'ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",8
Fold 61,"['NFkB', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6', 'IkB']",7
Fold 62,"['ERK', 'STAT6', 'CREB', 'STAT5', 'STAT3', 'S6']",6
