,ROC AUC,Average Precision,N features,CVS
STABL,"0.650 [0.401, 0.864]","0.658 [0.397, 0.870]","0.000 [0.000, 8.250]","0.000 [0.000, 0.000]"
SS 03,"0.820 [0.542, 1.000] (p=0.046)","0.894 [0.719, 1.000] (p=0.003)","14.000 [12.000, 14.250] (p=4.689e-08)","0.688 [0.557, 0.786] (p=4.211e-62)"
SS 05,"0.820 [0.576, 1.000] (p=0.043)","0.894 [0.743, 1.000] (p=0.003)","13.500 [12.000, 14.250] (p=4.773e-08)","0.706 [0.562, 0.786] (p=3.812e-62)"
SS 08,"0.820 [0.586, 1.000] (p=0.038)","0.894 [0.726, 1.000] (p=0.005)","13.000 [12.000, 14.000] (p=5.210e-08)","0.714 [0.562, 0.786] (p=2.972e-62)"
Lasso,"0.860 [0.656, 1.000] (p=0.015)","0.883 [0.694, 1.000] (p=0.008)","18.000 [15.750, 19.250] (p=1.801e-07)","0.622 [0.519, 0.699] (p=1.836e-58)"
Lasso 1SE,"0.800 [0.542, 1.000] (p=0.106)","0.854 [0.620, 1.000] (p=0.025)","17.000 [15.000, 18.000] (p=1.828e-07)","0.625 [0.505, 0.722] (p=3.334e-58)"
ElasticNet,"0.910 [0.727, 1.000] (p=0.002)","0.937 [0.784, 1.000] (p=0.0)","72.000 [57.750, 105.500] (p=4.850e-08)","0.575 [0.465, 0.693] (p=2.453e-57)"
