,ROC AUC,Average Precision,N features,CVS
STABL,"0.600 [0.421, 0.766]","0.579 [0.333, 0.801]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.780 [0.510, 0.961] (p=0.084)","0.806 [0.545, 0.979] (p=0.049)","12.000 [11.000, 12.000] (p=2.451e-08)","0.714 [0.615, 0.786] (p=5.636e-70)"
SS 05,"0.780 [0.545, 0.960] (p=0.079)","0.806 [0.543, 0.986] (p=0.049)","12.000 [11.000, 12.000] (p=2.595e-08)","0.714 [0.615, 0.786] (p=7.078e-70)"
SS 08,"0.780 [0.531, 0.980] (p=0.083)","0.806 [0.548, 0.976] (p=0.054)","12.000 [11.000, 12.000] (p=2.595e-08)","0.714 [0.615, 0.786] (p=7.078e-70)"
Lasso,"0.820 [0.596, 0.969] (p=0.062)","0.849 [0.644, 0.982] (p=0.01)","10.000 [9.750, 11.000] (p=7.309e-08)","0.571 [0.417, 0.692] (p=3.627e-67)"
Lasso 1SE,"0.830 [0.604, 0.978] (p=0.059)","0.854 [0.627, 0.984] (p=0.006)","10.000 [9.750, 11.000] (p=9.286e-08)","0.571 [0.385, 0.692] (p=4.263e-67)"
ElasticNet,"0.820 [0.607, 0.970] (p=0.034)","0.852 [0.644, 0.978] (p=0.006)","17.500 [14.750, 19.250] (p=2.580e-08)","0.618 [0.500, 0.700] (p=5.010e-68)"
