,ROC AUC,Average Precision,N features,CVS
STABL,"0.310 [0.081, 0.552]","0.496 [0.269, 0.768]","2.500 [0.750, 4.000]","0.000 [0.000, 0.500]"
SS 03,"0.530 [0.253, 0.808] (p=0.081)","0.525 [0.305, 0.853] (p=0.4)","2.000 [1.750, 2.250] (p=4.885e-01)","0.333 [0.000, 0.667] (p=6.919e-07)"
SS 05,"0.500 [0.500, 0.500] (p=0.105)","0.500 [0.300, 0.700] (p=0.488)","0.000 [0.000, 0.000] (p=3.216e-06)","0.000 [0.000, 0.000] (p=7.421e-28)"
SS 08,"0.500 [0.500, 0.500] (p=0.103)","0.500 [0.300, 0.700] (p=0.474)","0.000 [0.000, 0.000] (p=3.216e-06)","0.000 [0.000, 0.000] (p=7.421e-28)"
Lasso,"0.490 [0.180, 0.788] (p=0.094)","0.677 [0.417, 0.895] (p=0.033)","7.000 [4.000, 10.000] (p=7.733e-06)","0.400 [0.273, 0.571] (p=7.369e-12)"
Lasso 1SE,"0.510 [0.230, 0.787] (p=0.095)","0.673 [0.412, 0.882] (p=0.047)","6.500 [2.750, 10.000] (p=3.427e-03)","0.250 [0.125, 0.415] (p=1.711e-03)"
ElasticNet,"0.560 [0.242, 0.849] (p=0.026)","0.738 [0.490, 0.919] (p=0.023)","10.500 [9.750, 14.250] (p=2.018e-07)","0.420 [0.323, 0.561] (p=1.088e-14)"
