,ROC AUC,Average Precision,N features,CVS
STABL,"0.540 [0.286, 0.808]","0.553 [0.343, 0.847]","3.500 [0.000, 6.250]","0.000 [0.000, 0.167]"
SS 03,"0.860 [0.615, 1.000] (p=0.002)","0.917 [0.757, 1.000] (p=0.0)","15.000 [14.000, 16.000] (p=2.804e-07)","0.722 [0.561, 0.800] (p=4.416e-62)"
SS 05,"0.850 [0.643, 1.000] (p=0.001)","0.904 [0.722, 1.000] (p=0.002)","12.000 [11.000, 13.000] (p=1.098e-06)","0.667 [0.544, 0.786] (p=6.795e-62)"
SS 08,"0.480 [0.212, 0.758] (p=0.34)","0.623 [0.347, 0.867] (p=0.257)","5.000 [4.000, 5.000] (p=1.791e-01)","0.571 [0.429, 0.667] (p=3.125e-54)"
Lasso,"0.850 [0.608, 1.000] (p=0.002)","0.895 [0.689, 1.000] (p=0.0)","17.000 [15.750, 17.250] (p=4.333e-07)","0.600 [0.520, 0.714] (p=2.405e-55)"
Lasso 1SE,"0.810 [0.583, 0.980] (p=0.001)","0.852 [0.622, 0.993] (p=0.002)","17.000 [15.750, 18.000] (p=4.729e-07)","0.619 [0.500, 0.722] (p=9.720e-55)"
ElasticNet,"0.910 [0.738, 1.000] (p=0.003)","0.937 [0.800, 1.000] (p=0.002)","72.000 [57.000, 105.500] (p=5.979e-08)","0.575 [0.464, 0.689] (p=1.542e-56)"
