,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.357, 0.637]","0.529 [0.284, 0.744]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.720 [0.444, 0.945] (p=0.082)","0.812 [0.599, 0.960] (p=0.012)","14.500 [13.000, 16.000] (p=5.834e-06)","0.524 [0.446, 0.588] (p=6.154e-72)"
SS 05,"0.720 [0.427, 0.940] (p=0.088)","0.812 [0.543, 0.956] (p=0.018)","14.500 [13.000, 16.000] (p=5.847e-06)","0.526 [0.450, 0.600] (p=6.139e-72)"
SS 08,"0.680 [0.396, 0.900] (p=0.131)","0.770 [0.520, 0.933] (p=0.034)","14.000 [12.750, 15.250] (p=5.828e-06)","0.526 [0.450, 0.611] (p=6.278e-72)"
Lasso,"0.490 [0.182, 0.798] (p=0.503)","0.677 [0.406, 0.885] (p=0.144)","7.000 [4.000, 11.250] (p=5.757e-06)","0.355 [0.241, 0.500] (p=2.033e-71)"
Lasso 1SE,"0.530 [0.242, 0.828] (p=0.435)","0.689 [0.383, 0.898] (p=0.133)","6.500 [2.750, 11.250] (p=5.972e-06)","0.257 [0.091, 0.388] (p=4.117e-56)"
ElasticNet,"0.590 [0.308, 0.870] (p=0.307)","0.749 [0.499, 0.920] (p=0.058)","12.000 [10.000, 15.250] (p=4.538e-06)","0.417 [0.333, 0.533] (p=1.432e-71)"
