,Fold selected features,Fold nb of features
Fold 0,"['S6', 'p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",7
Fold 1,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 2,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 3,"['S6', 'p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",7
Fold 4,"['STAT3', 'CREB', 'MAPKAPK2']",3
Fold 5,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 6,"['S6', 'p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",7
Fold 7,"['S6', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 8,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 9,"['S6', 'p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",7
Fold 10,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 11,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 12,"['S6', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 13,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 14,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 15,"['S6', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 16,"['STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",5
Fold 17,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 18,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 19,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 20,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 21,"['S6', 'p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",7
Fold 22,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 23,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 24,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 25,"['S6', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 26,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 27,"['STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",5
Fold 28,"['S6', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 29,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 30,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 31,"['S6', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 32,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 33,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 34,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 35,"['STAT3', 'CREB', 'MAPKAPK2']",3
Fold 36,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 37,"['S6', 'p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",7
Fold 38,"['S6', 'p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",7
