,Fold selected features,Fold nb of features
Fold 0,[],0
Fold 1,[],0
Fold 2,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 3,[],0
Fold 4,"['STAT3', 'CREB', 'MAPKAPK2']",3
Fold 5,[],0
Fold 6,[],0
Fold 7,[],0
Fold 8,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 9,[],0
Fold 10,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 11,[],0
Fold 12,[],0
Fold 13,"['p38', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 14,[],0
Fold 15,[],0
Fold 16,"['p38', 'STAT3', 'IkB', 'CREB', 'MAPKAPK2']",5
Fold 17,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 18,[],0
Fold 19,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 20,"['p38', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 21,[],0
Fold 22,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 23,[],0
Fold 24,[],0
Fold 25,[],0
Fold 26,[],0
Fold 27,"['p38', 'STAT3', 'IkB', 'CREB', 'MAPKAPK2']",5
Fold 28,[],0
Fold 29,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 30,[],0
Fold 31,[],0
Fold 32,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 33,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 34,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 35,"['STAT3', 'CREB', 'MAPKAPK2']",3
Fold 36,[],0
Fold 37,[],0
Fold 38,[],0
Fold 39,[],0
Fold 40,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 41,"['p38', 'STAT3', 'IkB', 'CREB', 'MAPKAPK2']",5
Fold 42,[],0
Fold 43,[],0
Fold 44,[],0
Fold 45,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 46,[],0
Fold 47,[],0
Fold 48,[],0
Fold 49,[],0
Fold 50,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 51,[],0
Fold 52,[],0
Fold 53,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 54,[],0
Fold 55,"['p38', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 56,[],0
Fold 57,[],0
Fold 58,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 59,"['STAT3', 'CREB', 'MAPKAPK2']",3
Fold 60,[],0
Fold 61,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 62,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 63,"['STAT3', 'CREB', 'MAPKAPK2']",3
Fold 64,[],0
Fold 65,[],0
Fold 66,[],0
Fold 67,[],0
Fold 68,[],0
Fold 69,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 70,[],0
Fold 71,"['p38', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 72,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 73,"['p38', 'STAT3', 'IkB', 'CREB', 'MAPKAPK2']",5
Fold 74,[],0
Fold 75,[],0
Fold 76,[],0
Fold 77,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 78,[],0
Fold 79,[],0
Fold 80,[],0
Fold 81,[],0
Fold 82,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 83,"['p38', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 84,[],0
Fold 85,[],0
Fold 86,[],0
Fold 87,[],0
Fold 88,[],0
Fold 89,[],0
Fold 90,[],0
Fold 91,"['STAT3', 'CREB', 'MAPKAPK2']",3
Fold 92,[],0
Fold 93,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 94,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 95,"['p38', 'STAT3', 'IkB', 'CREB', 'MAPKAPK2']",5
Fold 96,[],0
Fold 97,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 98,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 99,[],0
Fold 100,[],0
Fold 101,[],0
Fold 102,[],0
Fold 103,[],0
Fold 104,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 105,[],0
Fold 106,[],0
Fold 107,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 108,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 109,[],0
Fold 110,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 111,"['p38', 'STAT3', 'NFkB', 'MAPKAPK2']",4
Fold 112,[],0
Fold 113,[],0
Fold 114,"['p38', 'STAT3', 'IkB', 'CREB', 'MAPKAPK2']",5
Fold 115,"['STAT3', 'CREB', 'MAPKAPK2']",3
Fold 116,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 117,[],0
Fold 118,[],0
Fold 119,[],0
Fold 120,"['p38', 'STAT3', 'IkB', 'NFkB', 'CREB', 'MAPKAPK2']",6
Fold 121,"['p38', 'STAT3', 'CREB', 'MAPKAPK2']",4
Fold 122,[],0
Fold 123,[],0
Fold 124,[],0
