,Feature Name
Feature n°1,Bcells_Frequency
Feature n°2,CCR2nncMC_S6
Feature n°3,CCR2pcMC_S6
Feature n°4,CCR2pcMC_Frequency
Feature n°5,CD4Tnaive_Frequency
Feature n°6,CD4Trm_S6
Feature n°7,CD62LnAgedNeutrophils_S6
Feature n°8,intMC_S6
Feature n°9,MDSC_S6
Feature n°10,Th1mem_STAT6
