,Spearman corr,pvalue
ERK,-0.6590035768383312,0.0015767835281466193
STAT6,-0.4682393835430248,0.0373249528982674
S6,0.43355498476205995,0.056166935591136946
Frequency,0.43355498476205995,0.056166935591136946
STAT3,0.3815283865906128,0.09694244809397427
MAPKAPK2,-0.3815283865906128,0.09694244809397427
NFkB,-0.22544859207627121,0.3392245168854384
STAT5,-0.1907641932953064,0.42045602297364715
p38,-0.17342199390482396,0.4646587776970642
CREB,-0.1213953957333768,0.6101689948464966
IkB,-0.1213953957333768,0.6101689948464966
STAT1,,
