,ROC AUC,Average Precision,N features,CVS
STABL,"0.585 [0.406, 0.768]","0.550 [0.347, 0.801]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.550 [0.283, 0.818] (p=0.425)","0.640 [0.376, 0.902] (p=0.22)","7.000 [6.750, 7.000] (p=8.086e-47)","1.000 [0.857, 1.000] (p=0.000e+00)"
SS 05,"0.570 [0.283, 0.830] (p=0.449)","0.722 [0.428, 0.913] (p=0.138)","5.000 [5.000, 5.000] (p=3.868e-31)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.340 [0.148, 0.535] (p=0.035)","0.489 [0.255, 0.711] (p=0.274)","0.000 [0.000, 1.000] (p=2.877e-01)","0.000 [0.000, 0.000] (p=1.223e-07)"
Lasso,"0.410 [0.125, 0.693] (p=0.151)","0.561 [0.311, 0.829] (p=0.46)","6.000 [2.500, 7.000] (p=1.263e-33)","0.667 [0.167, 0.857] (p=0.000e+00)"
Lasso 1SE,"0.410 [0.143, 0.687] (p=0.143)","0.561 [0.321, 0.832] (p=0.491)","6.000 [2.500, 7.000] (p=1.263e-33)","0.667 [0.167, 0.857] (p=0.000e+00)"
ElasticNet,"0.420 [0.167, 0.703] (p=0.135)","0.571 [0.279, 0.805] (p=0.405)","6.000 [1.750, 7.000] (p=3.943e-37)","0.571 [0.167, 1.000] (p=0.000e+00)"
