,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]",1.000e+00
SS 03,"0.360 [0.132, 0.656] (p=0.232)","0.453 [0.271, 0.768] (p=0.321)","2.000 [2.000, 2.000] (p=9.505e-87)","1.000 [1.000, 1.000] (p=0.000e+00)",3.058e-01
SS 05,"0.360 [0.120, 0.640] (p=0.232)","0.453 [0.271, 0.744] (p=0.308)","2.000 [2.000, 2.000] (p=9.505e-87)","1.000 [1.000, 1.000] (p=0.000e+00)",3.058e-01
SS 08,"0.410 [0.132, 0.691] (p=0.333)","0.486 [0.280, 0.850] (p=0.456)","2.000 [2.000, 2.000] (p=1.967e-77)","1.000 [0.500, 1.000] (p=0.000e+00)",5.191e-01
Lasso,"0.230 [0.066, 0.438] (p=0.035)","0.421 [0.229, 0.672] (p=0.079)","1.000 [0.000, 2.000] (p=4.155e-34)","0.000 [0.000, 0.500] (p=0.000e+00)",3.571e-02
Lasso 1SE,"0.230 [0.060, 0.460] (p=0.034)","0.421 [0.234, 0.702] (p=0.07)","1.000 [0.000, 2.000] (p=4.155e-34)","0.000 [0.000, 0.500] (p=0.000e+00)",3.571e-02
ElasticNet,"0.320 [0.094, 0.593] (p=0.164)","0.421 [0.244, 0.713] (p=0.178)","1.000 [0.000, 2.000] (p=4.155e-34)","0.000 [0.000, 0.500] (p=0.000e+00)",1.859e-01
