,ROC AUC,Average Precision,N features,CVS
STABL,"0.650 [0.394, 0.875]","0.614 [0.355, 0.927]","4.000 [3.000, 5.000]","0.500 [0.333, 0.667]"
SS 03,"0.580 [0.298, 0.840] (p=0.287)","0.535 [0.340, 0.850] (p=0.181)","4.000 [3.000, 4.000] (p=6.546e-01)","0.500 [0.400, 0.667] (p=4.078e-54)"
SS 05,"0.315 [0.172, 0.455] (p=0.026)","0.430 [0.242, 0.689] (p=0.123)","0.000 [0.000, 0.000] (p=1.183e-71)","0.000 [0.000, 0.000] (p=0.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.189)","0.500 [0.300, 0.700] (p=0.23)","0.000 [0.000, 0.000] (p=6.646e-77)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.850 [0.614, 1.000] (p=0.081)","0.895 [0.731, 1.000] (p=0.072)","17.000 [15.000, 19.000] (p=6.874e-66)","0.652 [0.565, 0.750] (p=0.000e+00)"
Lasso 1SE,"0.860 [0.656, 1.000] (p=0.067)","0.899 [0.726, 1.000] (p=0.072)","17.000 [16.000, 18.000] (p=2.147e-65)","0.667 [0.565, 0.762] (p=0.000e+00)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.058)","0.937 [0.800, 1.000] (p=0.063)","76.000 [60.000, 105.500] (p=1.706e-67)","0.595 [0.486, 0.714] (p=0.000e+00)"
