,ROC AUC,Average Precision,N features,CVS
STABL,"0.345 [0.101, 0.626]","0.452 [0.258, 0.763]","12.000 [8.000, 15.000]","0.353 [0.267, 0.444]"
SS 03,"0.560 [0.280, 0.857] (p=0.087)","0.534 [0.318, 0.851] (p=0.276)","1.000 [1.000, 1.250] (p=9.383e-69)","1.000 [0.500, 1.000] (p=0.000e+00)"
SS 05,"0.350 [0.188, 0.500] (p=0.504)","0.500 [0.300, 0.700] (p=0.31)","0.000 [0.000, 0.000] (p=1.554e-72)","0.000 [0.000, 0.000] (p=0.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.19)","0.500 [0.250, 0.700] (p=0.294)","0.000 [0.000, 0.000] (p=2.127e-76)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.190 [0.045, 0.384] (p=0.139)","0.379 [0.219, 0.619] (p=0.263)","0.000 [0.000, 12.000] (p=2.710e-21)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.180 [0.042, 0.360] (p=0.12)","0.374 [0.217, 0.597] (p=0.233)","0.000 [0.000, 12.000] (p=7.166e-22)","0.000 [0.000, 0.000] (p=0.000e+00)"
ElasticNet,"0.380 [0.121, 0.648] (p=0.411)","0.527 [0.301, 0.791] (p=0.236)","8.500 [2.250, 85.000] (p=7.521e-01)","0.067 [0.000, 0.392] (p=0.000e+00)"
