,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.300, 0.750]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.053, 0.525] (p=0.023)","0.423 [0.238, 0.723] (p=0.089)","2.000 [2.000, 3.000] (p=7.843e-07)","0.333 [0.200, 0.500] (p=1.872e-54)"
SS 05,"0.500 [0.500, 0.500] (p=0.515)","0.500 [0.300, 0.700] (p=0.515)","0.000 [0.000, 0.000] (p=3.421e-01)","0.000 [0.000, 0.000] (p=1.000e+00)"
SS 08,"0.500 [0.500, 0.500] (p=0.514)","0.500 [0.300, 0.700] (p=0.495)","0.000 [0.000, 0.000] (p=3.421e-01)","0.000 [0.000, 0.000] (p=1.000e+00)"
Lasso,"0.200 [0.061, 0.350] (p=0.002)","0.387 [0.209, 0.598] (p=0.01)","0.000 [0.000, 3.000] (p=2.867e-02)","0.000 [0.000, 0.000] (p=4.535e-06)"
Lasso 1SE,"0.270 [0.121, 0.423] (p=0.016)","0.408 [0.219, 0.656] (p=0.012)","0.000 [0.000, 2.250] (p=1.072e-01)","0.000 [0.000, 0.000] (p=1.382e-03)"
ElasticNet,"0.310 [0.083, 0.570] (p=0.081)","0.437 [0.259, 0.758] (p=0.128)","0.000 [0.000, 2.000] (p=4.758e-02)","0.000 [0.000, 0.000] (p=8.009e-05)"
