,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.310 [0.125, 0.527]","0.429 [0.238, 0.681]","0.000 [0.000, 2.000]","0.000 [0.000, 0.000]",1.145e-01
SS 03,"0.110 [0.000, 0.283] (p=0.025)","0.351 [0.202, 0.597] (p=0.021)","2.000 [2.000, 2.000] (p=4.507e-39)","1.000 [1.000, 1.000] (p=0.000e+00)",3.611e-03
SS 05,"0.110 [0.000, 0.292] (p=0.019)","0.351 [0.206, 0.594] (p=0.026)","2.000 [2.000, 2.000] (p=4.507e-39)","1.000 [1.000, 1.000] (p=0.000e+00)",3.611e-03
SS 08,"0.110 [0.000, 0.275] (p=0.025)","0.351 [0.202, 0.573] (p=0.021)","2.000 [2.000, 2.000] (p=4.507e-39)","1.000 [1.000, 1.000] (p=0.000e+00)",3.611e-03
Lasso,"0.500 [0.500, 0.500] (p=0.038)","0.500 [0.300, 0.700] (p=0.072)","0.000 [0.000, 0.000] (p=1.740e-23)","0.000 [0.000, 0.000] (p=0.000e+00)",1.000e+00
Lasso 1SE,"0.500 [0.500, 0.500] (p=0.035)","0.500 [0.300, 0.750] (p=0.078)","0.000 [0.000, 0.000] (p=1.740e-23)","0.000 [0.000, 0.000] (p=0.000e+00)",1.000e+00
ElasticNet,"0.590 [0.330, 0.857] (p=0.046)","0.662 [0.392, 0.910] (p=0.025)","0.000 [0.000, 0.000] (p=1.740e-23)","0.000 [0.000, 0.000] (p=0.000e+00)",5.205e-01
