,ROC AUC,Average Precision,N features,CVS
STABL,"0.515 [0.255, 0.791]","0.573 [0.342, 0.879]","1.000 [1.000, 2.000]","0.500 [0.200, 1.000]"
SS 03,"0.620 [0.343, 0.869] (p=0.046)","0.679 [0.401, 0.919] (p=0.044)","5.000 [5.000, 5.000] (p=2.064e-72)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 05,"0.630 [0.353, 0.879] (p=0.043)","0.682 [0.412, 0.924] (p=0.039)","5.000 [5.000, 5.000] (p=4.553e-70)","1.000 [1.000, 1.000] (p=0.000e+00)"
SS 08,"0.410 [0.160, 0.667] (p=0.213)","0.566 [0.284, 0.795] (p=0.477)","1.000 [0.000, 1.000] (p=2.176e-25)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso,"0.580 [0.281, 0.838] (p=0.147)","0.666 [0.398, 0.904] (p=0.163)","4.000 [4.000, 5.000] (p=7.256e-50)","0.800 [0.750, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.580 [0.307, 0.848] (p=0.176)","0.666 [0.391, 0.918] (p=0.164)","4.000 [4.000, 5.000] (p=7.256e-50)","0.800 [0.750, 1.000] (p=0.000e+00)"
ElasticNet,"0.660 [0.385, 0.905] (p=0.037)","0.728 [0.455, 0.940] (p=0.053)","5.000 [4.000, 5.000] (p=8.777e-50)","0.800 [0.800, 1.000] (p=0.000e+00)"
