,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.370 [0.146, 0.615]","0.467 [0.263, 0.746]","0.500 [0.000, 2.250]","0.000 [0.000, 0.000]",3.127e-01
SS 03,"0.520 [0.260, 0.791] (p=0.027)","0.534 [0.319, 0.878] (p=0.008)","3.000 [3.000, 3.000] (p=1.896e-51)","1.000 [1.000, 1.000] (p=0.000e+00)",9.097e-01
SS 05,"0.520 [0.253, 0.808] (p=0.02)","0.534 [0.329, 0.867] (p=0.017)","3.000 [3.000, 3.000] (p=1.896e-51)","1.000 [1.000, 1.000] (p=0.000e+00)",9.097e-01
SS 08,"0.520 [0.260, 0.810] (p=0.025)","0.534 [0.309, 0.900] (p=0.018)","3.000 [3.000, 3.000] (p=1.896e-51)","1.000 [1.000, 1.000] (p=0.000e+00)",9.097e-01
Lasso,"0.370 [0.121, 0.630] (p=0.459)","0.490 [0.263, 0.763] (p=0.409)","2.000 [0.000, 3.000] (p=2.316e-02)","0.000 [0.000, 0.667] (p=3.581e-148)",3.289e-01
Lasso 1SE,"0.370 [0.132, 0.643] (p=0.519)","0.490 [0.290, 0.757] (p=0.412)","2.000 [0.000, 3.000] (p=2.316e-02)","0.000 [0.000, 0.667] (p=3.581e-148)",3.289e-01
ElasticNet,"0.360 [0.120, 0.640] (p=0.496)","0.436 [0.250, 0.734] (p=0.284)","2.000 [0.000, 3.000] (p=2.217e-04)","0.000 [0.000, 0.667] (p=0.000e+00)",3.075e-01
