,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.400 [0.202, 0.600]","0.483 [0.281, 0.745]","0.000 [0.000, 1.750]","0.000 [0.000, 0.000]",3.760e-01
SS 03,"0.590 [0.333, 0.849] (p=0.076)","0.623 [0.353, 0.901] (p=0.105)","5.000 [5.000, 6.000] (p=1.123e-59)","1.000 [0.833, 1.000] (p=0.000e+00)",5.205e-01
SS 05,"0.590 [0.330, 0.865] (p=0.087)","0.623 [0.348, 0.887] (p=0.086)","5.000 [5.000, 6.000] (p=6.919e-59)","0.833 [0.833, 1.000] (p=0.000e+00)",5.205e-01
SS 08,"0.580 [0.321, 0.835] (p=0.095)","0.644 [0.359, 0.892] (p=0.078)","1.000 [1.000, 1.000] (p=2.062e-17)","1.000 [0.500, 1.000] (p=0.000e+00)",5.708e-01
Lasso,"0.500 [0.229, 0.762] (p=0.235)","0.622 [0.335, 0.865] (p=0.113)","4.000 [3.000, 5.000] (p=6.503e-34)","0.600 [0.500, 1.000] (p=0.000e+00)",1.000e+00
Lasso 1SE,"0.510 [0.229, 0.768] (p=0.219)","0.625 [0.339, 0.871] (p=0.111)","4.000 [3.000, 5.000] (p=6.503e-34)","0.600 [0.500, 1.000] (p=0.000e+00)",9.698e-01
ElasticNet,"0.460 [0.192, 0.727] (p=0.313)","0.572 [0.331, 0.836] (p=0.237)","3.500 [3.000, 5.000] (p=6.124e-32)","0.600 [0.500, 1.000] (p=0.000e+00)",7.913e-01
