,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.057,0.074,0.076,0.081,0.084,0.084,0.086,0.088,0.091
artificial.2,0.0,0.021,0.025,0.028,0.029,0.029,0.03,0.029,0.029,0.03
artificial.3,0.0,0.0,0.001,0.001,0.003,0.004,0.004,0.004,0.004,0.005
artificial.4,0.0,0.111,0.158,0.167,0.179,0.185,0.185,0.185,0.186,0.184
artificial.5,0.0,0.002,0.001,0.003,0.003,0.003,0.003,0.003,0.003,0.003
artificial.6,0.0,0.002,0.009,0.01,0.01,0.01,0.013,0.013,0.013,0.014
artificial.7,0.0,0.117,0.147,0.162,0.162,0.164,0.162,0.163,0.164,0.163
artificial.8,0.0,0.007,0.017,0.023,0.024,0.023,0.023,0.024,0.025,0.025
artificial.9,0.0,0.019,0.034,0.038,0.042,0.047,0.047,0.046,0.047,0.046
artificial.10,0.0,0.001,0.006,0.011,0.013,0.013,0.014,0.014,0.014,0.014
artificial.11,0.0,0.002,0.02,0.021,0.026,0.028,0.03,0.032,0.033,0.036
artificial.12,0.0,0.106,0.178,0.189,0.205,0.209,0.219,0.222,0.221,0.223
artificial.13,0.0,0.019,0.029,0.036,0.038,0.038,0.038,0.039,0.041,0.042
artificial.14,0.0,0.132,0.23,0.255,0.272,0.284,0.29,0.294,0.297,0.298
artificial.15,0.0,0.296,0.35,0.371,0.373,0.374,0.375,0.373,0.376,0.375
artificial.16,0.0,0.038,0.05,0.051,0.051,0.054,0.054,0.055,0.055,0.056
artificial.17,0.0,0.053,0.087,0.095,0.103,0.106,0.106,0.109,0.111,0.113
artificial.18,0.0,0.115,0.168,0.184,0.194,0.203,0.209,0.209,0.217,0.218
artificial.19,0.0,0.009,0.037,0.04,0.047,0.051,0.056,0.06,0.063,0.064
artificial.20,0.0,0.024,0.05,0.06,0.063,0.065,0.066,0.067,0.068,0.068
artificial.21,0.0,0.019,0.036,0.045,0.045,0.044,0.045,0.044,0.043,0.044
artificial.22,0.0,0.097,0.196,0.232,0.248,0.256,0.262,0.264,0.269,0.272
artificial.23,0.0,0.028,0.055,0.063,0.072,0.075,0.076,0.078,0.078,0.079
artificial.24,0.0,0.011,0.027,0.035,0.038,0.038,0.039,0.04,0.042,0.042
artificial.25,0.0,0.002,0.005,0.005,0.005,0.005,0.005,0.006,0.006,0.006
artificial.26,0.0,0.114,0.181,0.192,0.201,0.204,0.203,0.205,0.207,0.208
artificial.27,0.0,0.044,0.065,0.069,0.074,0.075,0.079,0.08,0.079,0.084
artificial.28,0.0,0.02,0.031,0.035,0.033,0.037,0.037,0.039,0.04,0.04
artificial.29,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003
artificial.30,0.0,0.015,0.026,0.035,0.04,0.043,0.043,0.047,0.047,0.048
artificial.31,0.0,0.105,0.13,0.135,0.133,0.132,0.133,0.134,0.133,0.133
artificial.32,0.0,0.008,0.018,0.023,0.025,0.026,0.027,0.027,0.029,0.029
artificial.33,0.0,0.021,0.031,0.035,0.034,0.035,0.036,0.038,0.038,0.038
artificial.34,0.0,0.022,0.042,0.049,0.049,0.05,0.052,0.052,0.051,0.053
artificial.35,0.0,0.05,0.077,0.085,0.086,0.091,0.091,0.092,0.094,0.095
artificial.36,0.0,0.012,0.026,0.036,0.042,0.042,0.043,0.043,0.044,0.044
artificial.37,0.0,0.005,0.013,0.019,0.022,0.024,0.027,0.028,0.029,0.029
artificial.38,0.0,0.019,0.021,0.021,0.023,0.025,0.025,0.025,0.025,0.027
artificial.39,0.0,0.005,0.008,0.013,0.013,0.014,0.014,0.014,0.014,0.013
artificial.40,0.0,0.022,0.037,0.044,0.049,0.049,0.05,0.05,0.05,0.05
artificial.41,0.0,0.01,0.023,0.031,0.035,0.034,0.035,0.036,0.037,0.037
artificial.42,0.0,0.088,0.115,0.121,0.13,0.128,0.128,0.129,0.128,0.127
artificial.43,0.0,0.002,0.008,0.009,0.011,0.011,0.011,0.011,0.011,0.011
