,C'=' 0.053,C'=' 0.633,C'=' 1.213,C'=' 1.793,C'=' 2.373,C'=' 2.953,C'=' 3.533,C'=' 4.113,C'=' 4.693,C'=' 5.273
artificial.1,0.0,0.043,0.046,0.05,0.047,0.047,0.051,0.052,0.05,0.05
artificial.2,0.0,0.06,0.073,0.075,0.078,0.074,0.078,0.08,0.081,0.081
artificial.3,0.0,0.014,0.04,0.042,0.044,0.046,0.048,0.052,0.053,0.053
artificial.4,0.0,0.024,0.038,0.041,0.042,0.042,0.044,0.044,0.047,0.048
artificial.5,0.0,0.017,0.026,0.032,0.037,0.037,0.038,0.039,0.039,0.039
artificial.6,0.0,0.085,0.093,0.093,0.091,0.087,0.09,0.089,0.091,0.09
artificial.7,0.0,0.058,0.072,0.075,0.077,0.078,0.08,0.081,0.082,0.082
artificial.8,0.0,0.02,0.037,0.045,0.049,0.052,0.052,0.054,0.054,0.054
artificial.9,0.0,0.218,0.28,0.3,0.308,0.311,0.315,0.315,0.317,0.32
artificial.10,0.0,0.014,0.018,0.018,0.018,0.018,0.018,0.019,0.018,0.018
artificial.11,0.0,0.079,0.095,0.099,0.098,0.097,0.101,0.104,0.105,0.106
artificial.12,0.0,0.206,0.249,0.256,0.262,0.266,0.268,0.266,0.264,0.269
artificial.13,0.0,0.007,0.013,0.013,0.013,0.013,0.013,0.012,0.013,0.013
artificial.14,0.0,0.094,0.119,0.118,0.121,0.124,0.126,0.126,0.13,0.129
artificial.15,0.0,0.047,0.076,0.088,0.091,0.099,0.099,0.098,0.1,0.104
artificial.16,0.0,0.172,0.232,0.239,0.252,0.253,0.256,0.26,0.262,0.265
artificial.17,0.0,0.051,0.061,0.071,0.07,0.068,0.07,0.07,0.07,0.069
artificial.18,0.0,0.066,0.073,0.077,0.078,0.078,0.083,0.082,0.083,0.085
artificial.19,0.0,0.215,0.233,0.231,0.233,0.236,0.232,0.232,0.232,0.234
artificial.20,0.0,0.008,0.007,0.01,0.012,0.013,0.013,0.013,0.012,0.012
artificial.21,0.0,0.024,0.029,0.029,0.033,0.033,0.034,0.034,0.034,0.033
artificial.22,0.0,0.071,0.17,0.195,0.208,0.216,0.22,0.223,0.226,0.231
artificial.23,0.0,0.019,0.021,0.023,0.023,0.024,0.023,0.023,0.023,0.024
artificial.24,0.0,0.153,0.198,0.211,0.217,0.222,0.226,0.227,0.228,0.228
artificial.25,0.0,0.03,0.038,0.039,0.042,0.043,0.045,0.046,0.048,0.049
artificial.26,0.0,0.171,0.202,0.207,0.208,0.21,0.214,0.213,0.218,0.219
artificial.27,0.0,0.128,0.14,0.145,0.144,0.14,0.141,0.141,0.14,0.143
artificial.28,0.0,0.052,0.075,0.081,0.083,0.085,0.087,0.089,0.087,0.089
artificial.29,0.0,0.055,0.068,0.067,0.069,0.072,0.073,0.073,0.074,0.075
artificial.30,0.0,0.027,0.039,0.042,0.044,0.043,0.044,0.046,0.048,0.047
artificial.31,0.0,0.151,0.161,0.162,0.165,0.164,0.163,0.165,0.169,0.167
artificial.32,0.0,0.037,0.079,0.093,0.097,0.104,0.106,0.109,0.109,0.112
artificial.33,0.0,0.119,0.162,0.174,0.185,0.186,0.187,0.187,0.189,0.191
artificial.34,0.0,0.332,0.373,0.38,0.386,0.39,0.392,0.395,0.395,0.397
artificial.35,0.0,0.047,0.061,0.07,0.071,0.073,0.072,0.074,0.072,0.073
artificial.36,0.0,0.298,0.376,0.4,0.413,0.416,0.418,0.419,0.421,0.423
artificial.37,0.0,0.005,0.013,0.02,0.022,0.027,0.028,0.029,0.029,0.029
artificial.38,0.0,0.019,0.027,0.032,0.033,0.033,0.035,0.036,0.036,0.038
artificial.39,0.0,0.108,0.193,0.215,0.224,0.227,0.229,0.232,0.234,0.234
artificial.40,0.0,0.024,0.046,0.059,0.064,0.069,0.073,0.075,0.08,0.08
artificial.41,0.0,0.187,0.242,0.267,0.278,0.282,0.289,0.296,0.298,0.306
artificial.42,0.0,0.079,0.099,0.097,0.103,0.102,0.102,0.102,0.101,0.1
artificial.43,0.0,0.09,0.122,0.131,0.133,0.139,0.14,0.145,0.144,0.146
