,Spearman corr,pvalue
STAT6,-0.6243191780573664,0.0032574448324736204
ERK,-0.5376081811049543,0.014495538334615365
S6,0.5029237823239896,0.023807489798112744
NFkB,-0.4855815829335072,0.02997228625973506
STAT5,-0.3468439878096479,0.13407612120334217
CREB,-0.3295017884191656,0.1559933352870714
Frequency,0.3121595890286832,0.18027688594970007
p38,-0.2948173896382008,0.20700547241122197
STAT3,0.260132990857236,0.268013467258769
MAPKAPK2,-0.260132990857236,0.268013467258769
IkB,-0.1560797945143416,0.5111092083782216
STAT1,,
