Feature name,p-value (Spearman correlation),Corrected p-value (Bonferroni)
CD4Tnaive_168Er_STAT6_IL246,0.2167099684477833,1.0
CD56hiCD16negNK_153Eu_STAT1_unstim,0.21710233661952,1.0
cMCs_167Er_ERK_IL246,0.21874529979943175,1.0
pDCs_168Er_STAT6_unstim,0.21884941513886216,1.0
mDCs_166Er_NFkB_LPS,0.21885831471326378,1.0
NKT_155Gd_S6_IFNa,0.22219131591621713,1.0
cMCs_168Er_STAT6_IFNa,0.22252073548710297,1.0
Granulocytes_149Sm_CREB_LPS,0.22412575973156373,1.0
Bcells_159Tb_MAPKAPK2_unstim,0.22727575106168563,1.0
cMCs_159Tb_MAPKAPK2_LPS,0.23038075121695553,1.0
TTL$EGA,0.230612303561106,1.0
NKT_168Er_STAT6_IFNa,0.23201661230155926,1.0
Granulocytes_156Gd_IkB_GMCSF,0.2331230777231176,1.0
intMCs_156Gd_IkB_GMCSF,0.23863295128550766,1.0
CD8Tcm_166Er_NFkB_IL246,0.23942247704339956,1.0
CD56loCD16posNK_168Er_STAT6_IL246,0.23975270820181918,1.0
mDCs_150Nd_STAT5_IFNa,0.24010066318783246,1.0
CD4negCD8negTcells_150Nd_STAT5_unstim,0.2419810126655753,1.0
NKT_156Gd_IkB_IL246,0.2439850936549192,1.0
CD4Tem_154Sm_STAT3_unstim,0.24440005342040866,1.0
ncMCs_155Gd_S6_GMCSF,0.2472315207734803,1.0
Tregs_150Nd_STAT5_IL246,0.24798730858146514,1.0
ncMCs_156Gd_IkB_GMCSF,0.2505041017917311,1.0
mDCs_151Eu_p38_IL246,0.252039872819017,1.0
CD4Teff_168Er_STAT6_unstim,0.25204219865092387,1.0
NKT_166Er_NFkB_IL246,0.2535033378687778,1.0
CD8Tnaive_168Er_STAT6_IL246,0.25406408096146915,1.0
CD4Tem_167Er_ERK_IFNa,0.25483422943725026,1.0
CD8Tnaive_155Gd_S6_IFNa,0.2566800225532855,1.0
pDCs_155Gd_S6_unstim,0.25875351671944924,1.0
mDCs_151Eu_p38_GMCSF,0.2599532577801087,1.0
CD8Teff_159Tb_MAPKAPK2_unstim,0.26199501603693837,1.0
Granulocytes_150Nd_STAT5_IL246,0.26226318956593275,1.0
CD8Tnaive_168Er_STAT6_unstim,0.26266117153483937,1.0
CD56hiCD16negNK_166Er_NFkB_LPS,0.26299025373028667,1.0
CD4Teff_166Er_NFkB_unstim,0.27177710868127203,1.0
CD4Tcm_159Tb_MAPKAPK2_IL246,0.2724305507477863,1.0
Tregs_168Er_STAT6_unstim,0.27298258918163076,1.0
cMCs_155Gd_S6_unstim,0.27348673266213774,1.0
CD4Tcm_149Sm_CREB_IL246,0.2772651176755911,1.0
CD4Tem_150Nd_STAT5_IFNa,0.28073682471424444,1.0
CD4Tem_151Eu_p38_IFNa,0.28080305225852487,1.0
ncMCs_151Eu_p38_LPS,0.2845902798322135,1.0
MDSCs_168Er_STAT6_IL246,0.28473546340667855,1.0
CD56hiCD16negNK_167Er_ERK_unstim,0.28507101026612647,1.0
CD56loCD16posNK_167Er_ERK_IL246,0.2857445325729033,1.0
ncMCs_154Sm_STAT3_IL246,0.28584395117570666,1.0
Granulocytes_167Er_ERK_IFNa,0.2863221394109358,1.0
CD8Teff_167Er_ERK_unstim,0.28665857008944023,1.0
cMCs_159Tb_MAPKAPK2_unstim,0.2868300949120587,1.0
CD8Teff_150Nd_STAT5_IL246,0.2886476149083511,1.0
intMCs_155Gd_S6_unstim,0.28958623267271455,1.0
cMCs_167Er_ERK_unstim,0.29043149178964034,1.0
MDSCs_155Gd_S6_LPS,0.29156198112237164,1.0
intMCs_150Nd_STAT5_GMCSF,0.2927528839665853,1.0
CD4Tem_167Er_ERK_IL246,0.29603278449549064,1.0
intMCs_155Gd_S6_IFNa,0.298750901420985,1.0
MDSCs_167Er_ERK_IFNa,0.3005610511563982,1.0
Tregs_168Er_STAT6_IL246,0.3038278666761531,1.0
pDCs_156Gd_IkB_GMCSF,0.31402607238800223,1.0
intMCs_151Eu_p38_unstim,0.31459759107450386,1.0
pDCs_150Nd_STAT5_unstim,0.31612016172715673,1.0
CD4Tcm_155Gd_S6_unstim,0.3164104721714558,1.0
pDCs_156Gd_IkB_unstim,0.31645274930062695,1.0
cMCs_150Nd_STAT5_GMCSF,0.31800676222053903,1.0
ncMCs_155Gd_S6_LPS,0.32058013006435054,1.0
NKT_166Er_NFkB_unstim,0.3245826055430716,1.0
pDCs_156Gd_IkB_IL246,0.3247871266821345,1.0
MDSCs_151Eu_p38_IL246,0.3249739802478596,1.0
CD4Tcm_149Sm_CREB_IFNa,0.3274385924366786,1.0
CD4Teff_167Er_ERK_IL246,0.3276939726605079,1.0
mDCs_154Sm_STAT3_GMCSF,0.3287353383863785,1.0
pDCs_154Sm_STAT3_GMCSF,0.33070755550456166,1.0
CD8Tcm_166Er_NFkB_IFNa,0.3317856707461124,1.0
CD8Tem_167Er_ERK_IL246,0.3318181031120978,1.0
CD4Tem_149Sm_CREB_IFNa,0.33247541825318805,1.0
CD4negCD8negTcells_154Sm_STAT3_IL246,0.3391888542394145,1.0
pDCs_149Sm_CREB_IFNa,0.3394785252311786,1.0
Granulocytes_156Gd_IkB_IL246,0.3396934171187631,1.0
Bcells_149Sm_CREB_IFNa,0.3399457291243543,1.0
CD4negCD8negTcells_154Sm_STAT3_IFNa,0.3411989573204357,1.0
mDCs_156Gd_IkB_IFNa,0.3438777763418992,1.0
intMCs_159Tb_MAPKAPK2_LPS,0.3456743227734487,1.0
CD4Tcm_151Eu_p38_IFNa,0.34618281269833295,1.0
CD56hiCD16negNK_168Er_STAT6_IL246,0.3566366509258213,1.0
mDCs_159Tb_MAPKAPK2_unstim,0.35713008138006586,1.0
mDCs_166Er_NFkB_GMCSF,0.35825573407610123,1.0
intMCs_166Er_NFkB_LPS,0.35837854355057974,1.0
CD8Tcm_155Gd_S6_IFNa,0.35873049026598425,1.0
CD4Teff_155Gd_S6_IFNa,0.36560766558583824,1.0
pDCs_149Sm_CREB_IL246,0.36741381013247876,1.0
CD8Tnaive_166Er_NFkB_IL246,0.3740788720441649,1.0
CD4Teff_168Er_STAT6_IL246,0.37785475591312245,1.0
Tregs_167Er_ERK_LPS,0.3808520725381792,1.0
pDCs_166Er_NFkB_IFNa,0.3836728461748372,1.0
CD4negCD8negTcells_154Sm_STAT3_unstim,0.3842043923622219,1.0
CD8Tcm_154Sm_STAT3_IL246,0.3858558531991141,1.0
CD8Teff_166Er_NFkB_IFNa,0.38830700557665243,1.0
ncMCs_159Tb_MAPKAPK2_IL246,0.3897435746769937,1.0
CD8Tnaive_167Er_ERK_unstim,0.3924210608927532,1.0
Tregs_149Sm_CREB_unstim,0.3934671636628063,1.0
CD4Tnaive_156Gd_IkB_IL246,0.39353776699241816,1.0
CD8Tem_150Nd_STAT5_unstim,0.39478881015551537,1.0
MDSCs_156Gd_IkB_unstim,0.3956996260234036,1.0
MDSCs_155Gd_S6_IFNa,0.3960041126750299,1.0
mDCs_166Er_NFkB_unstim,0.3962091264009352,1.0
ncMCs_156Gd_IkB_IL246,0.39847983775608375,1.0
ncMCs_167Er_ERK_IL246,0.4000576576377626,1.0
MDSCs_151Eu_p38_unstim,0.4027724084139771,1.0
Tregs_149Sm_CREB_IFNa,0.4030197957876973,1.0
Bcells_149Sm_CREB_IL246,0.40476268917891534,1.0
CD8Tem_166Er_NFkB_IL246,0.4055184831141646,1.0
Tregs_166Er_NFkB_LPS,0.4063386749679033,1.0
intMCs_150Nd_STAT5_unstim,0.4148671021297877,1.0
Granulocytes_159Tb_MAPKAPK2_GMCSF,0.4166548772836013,1.0
ncMCs_166Er_NFkB_unstim,0.42434114047968285,1.0
cMCs_159Tb_MAPKAPK2_GMCSF,0.42716024742394365,1.0
CD8Tcm_149Sm_CREB_IL246,0.4474611228397125,1.0
CD4Teff_154Sm_STAT3_IFNa,0.4494275392639766,1.0
mDCs_156Gd_IkB_LPS,0.45184244644021676,1.0
pDCs_166Er_NFkB_IL246,0.45263419164350316,1.0
MDSCs_167Er_ERK_LPS,0.4574589058095184,1.0
intMCs_159Tb_MAPKAPK2_IL246,0.4607483401470778,1.0
mDCs_159Tb_MAPKAPK2_IL246,0.46314439023227016,1.0
CD4negCD8negTcells_168Er_STAT6_IL246,0.46407201192828573,1.0
CD56hiCD16negNK_166Er_NFkB_IFNa,0.46565001891104274,1.0
MDSCs_166Er_NFkB_IL246,0.4675009720862744,1.0
CD4Tcm_168Er_STAT6_IFNa,0.4729326266189138,1.0
mDCs_168Er_STAT6_IL246,0.473639048790259,1.0
Bcells_166Er_NFkB_IL246,0.47396141648841406,1.0
MDSCs_154Sm_STAT3_unstim,0.47396421664306776,1.0
Granulocytes_168Er_STAT6_IFNa,0.4850360145245941,1.0
CD4negCD8negTcells_150Nd_STAT5_IL246,0.48675391201548246,1.0
Granulocytes_153Eu_STAT1_unstim,0.48860144470999456,1.0
CD8Tem_154Sm_STAT3_unstim,0.48860144470999456,1.0
CD4Tcm_150Nd_STAT5_IFNa,0.49642016902231745,1.0
Bcells_168Er_STAT6_IFNa,0.4965157237139882,1.0
MDSCs_159Tb_MAPKAPK2_LPS,0.4994788899460183,1.0
CD56loCD16posNK_168Er_STAT6_IFNa,0.5031625186473206,1.0
mDCs_150Nd_STAT5_unstim,0.5052596099956683,1.0
CD8Teff_154Sm_STAT3_unstim,0.5055351894637394,1.0
CD8Tcm_155Gd_S6_unstim,0.5086405403619709,1.0
Granulocytes_167Er_ERK_LPS,0.5105465262613027,1.0
CD4Teff_168Er_STAT6_IFNa,0.5105996127014053,1.0
CD8Tem_155Gd_S6_IL246,0.5118103467879784,1.0
CD4negCD8negTcells_155Gd_S6_IFNa,0.5130086201697486,1.0
Bcells_150Nd_STAT5_unstim,0.5212799144903387,1.0
CD56hiCD16negNK_154Sm_STAT3_unstim,0.5223997324777239,1.0
CD8Teff_149Sm_CREB_IFNa,0.5224017149787219,1.0
CD8Teff_167Er_ERK_IL246,0.5282072241127325,1.0
CD4Tnaive_167Er_ERK_IL246,0.5284195100772021,1.0
CD4Teff_150Nd_STAT5_IFNa,0.530218586517307,1.0
Granulocytes_166Er_NFkB_LPS,0.5317935256438794,1.0
CD8Tem_154Sm_STAT3_IFNa,0.5324749415128425,1.0
intMCs_151Eu_p38_IFNa,0.532481396517889,1.0
pDCs_159Tb_MAPKAPK2_IL246,0.5332556432241233,1.0
CD8Tnaive_168Er_STAT6_IFNa,0.5365038539469744,1.0
CD4Teff_156Gd_IkB_IL246,0.5376311344847865,1.0
intMCs_154Sm_STAT3_GMCSF,0.5389453992633524,1.0
CD4Teff_167Er_ERK_IFNa,0.5391169425410625,1.0
CD8Tnaive_154Sm_STAT3_IL246,0.5413494665827798,1.0
intMCs_154Sm_STAT3_IFNa,0.546072733065956,1.0
CD56loCD16posNK_156Gd_IkB_IFNa,0.5484095306741674,1.0
CD8Teff_155Gd_S6_IL246,0.54922796156869,1.0
CD56hiCD16negNK_155Gd_S6_IL246,0.5507775664742696,1.0
CD8Tnaive_150Nd_STAT5_IL246,0.5520159551229533,1.0
intMCs_149Sm_CREB_IL246,0.5521461328680195,1.0
pDCs_156Gd_IkB_IFNa,0.5530227739071566,1.0
CD4negCD8negTcells_150Nd_STAT5_IFNa,0.5552893713211507,1.0
Bcells_154Sm_STAT3_IFNa,0.5570163973083151,1.0
intMCs_155Gd_S6_IL246,0.5594015726654322,1.0
Bcells_159Tb_MAPKAPK2_IL246,0.5686521300183269,1.0
pDCs_168Er_STAT6_IL246,0.5687385697638452,1.0
Tregs_167Er_ERK_IL246,0.5687548300963214,1.0
mDCs_156Gd_IkB_GMCSF,0.5723826577811282,1.0
CD8Teff_168Er_STAT6_IFNa,0.572987791179457,1.0
ncMCs_149Sm_CREB_LPS,0.5736652569731648,1.0
CD4negCD8negTcells_168Er_STAT6_IFNa,0.5738125818515465,1.0
NKT_168Er_STAT6_unstim,0.5741072848287978,1.0
MDSCs_168Er_STAT6_IFNa,0.574115145230941,1.0
cMCs_150Nd_STAT5_unstim,0.5755966176183208,1.0
Tregs_154Sm_STAT3_IFNa,0.5776344629683132,1.0
mDCs_150Nd_STAT5_GMCSF,0.5792168415233758,1.0
mDCs_155Gd_S6_IL246,0.581364394844269,1.0
intMCs_150Nd_STAT5_IL246,0.5826101786245675,1.0
ncMCs_167Er_ERK_LPS,0.5851398662465592,1.0
CD4Tem_154Sm_STAT3_IFNa,0.5904838389428997,1.0
pDCs_154Sm_STAT3_IL246,0.591346223054996,1.0
pDCs_155Gd_S6_GMCSF,0.5953551738631665,1.0
Granulocytes_154Sm_STAT3_IFNa,0.5990666732680783,1.0
CD56hiCD16negNK_150Nd_STAT5_IL246,0.602766047349198,1.0
mDCs_149Sm_CREB_IL246,0.6047289212166895,1.0
CD8Tnaive_149Sm_CREB_IFNa,0.604826608436452,1.0
CD56hiCD16negNK_159Tb_MAPKAPK2_IL246,0.6091481103796942,1.0
intMCs_167Er_ERK_IFNa,0.6092962612074431,1.0
CD8Tnaive_154Sm_STAT3_IFNa,0.6124468193095267,1.0
cMCs_167Er_ERK_IFNa,0.6134493446820412,1.0
cMCs_166Er_NFkB_LPS,0.6143450178015383,1.0
MDSCs_156Gd_IkB_IFNa,0.6149532648043574,1.0
MDSCs_166Er_NFkB_LPS,0.6186241461136734,1.0
ncMCs_168Er_STAT6_IL246,0.6187879205830473,1.0
CD8Tem_155Gd_S6_unstim,0.6195515452702968,1.0
intMCs_166Er_NFkB_IFNa,0.6215967099862304,1.0
cMCs_150Nd_STAT5_IL246,0.6275194873675305,1.0
cMCs_151Eu_p38_IFNa,0.6282040321706688,1.0
NKT_151Eu_p38_IFNa,0.6315982217868221,1.0
pDCs_159Tb_MAPKAPK2_GMCSF,0.6329083898934897,1.0
CD4Tcm_155Gd_S6_IL246,0.6371194853984978,1.0
CD8Tcm_150Nd_STAT5_IL246,0.6550789643543231,1.0
Tregs_167Er_ERK_IFNa,0.657312724865369,1.0
CD8Teff_159Tb_MAPKAPK2_IL246,0.6575784789381551,1.0
Tregs_166Er_NFkB_IFNa,0.6599721904817445,1.0
Granulocytes_154Sm_STAT3_IL246,0.6602227128783014,1.0
MDSCs_156Gd_IkB_GMCSF,0.6605057012381919,1.0
mDCs_166Er_NFkB_IFNa,0.6629945985974733,1.0
pDCs_155Gd_S6_IFNa,0.6634868306830364,1.0
CD4Teff_166Er_NFkB_IFNa,0.6651939305659565,1.0
MDSCs_151Eu_p38_IFNa,0.6654651976660714,1.0
CD4Tcm_154Sm_STAT3_IFNa,0.6675356196060418,1.0
CD8Tnaive_159Tb_MAPKAPK2_unstim,0.6732539311725534,1.0
CD4Teff_159Tb_MAPKAPK2_IFNa,0.6746114418371598,1.0
CD8Tnaive_155Gd_S6_IL246,0.6748799112678981,1.0
CD8Tem_151Eu_p38_IFNa,0.6749008757000464,1.0
Granulocytes_155Gd_S6_GMCSF,0.6774086852450214,1.0
NKT_149Sm_CREB_IL246,0.6819668687108161,1.0
mDCs_149Sm_CREB_LPS,0.6891507460678132,1.0
pDCs_153Eu_STAT1_unstim,0.6920126225718832,1.0
CD56loCD16posNK_166Er_NFkB_IL246,0.6929272696445274,1.0
Tregs_155Gd_S6_IL246,0.6942356814695751,1.0
CD8Teff_150Nd_STAT5_unstim,0.694299529552467,1.0
CD8Tcm_168Er_STAT6_IFNa,0.6948742588790631,1.0
Tregs_150Nd_STAT5_IFNa,0.7017203741674916,1.0
mDCs_156Gd_IkB_IL246,0.7057255278533259,1.0
intMCs_167Er_ERK_unstim,0.7068799892044026,1.0
ncMCs_168Er_STAT6_IFNa,0.7111141438372787,1.0
cMCs_166Er_NFkB_IL246,0.7129205505065229,1.0
CD56hiCD16negNK_156Gd_IkB_IL246,0.7129285324383989,1.0
ncMCs_150Nd_STAT5_GMCSF,0.7130011212760476,1.0
CD4Teff_155Gd_S6_unstim,0.7137425209733281,1.0
CD4negCD8negTcells_155Gd_S6_IL246,0.7142906841150738,1.0
mDCs_159Tb_MAPKAPK2_GMCSF,0.7345915548573051,1.0
CD8Teff_149Sm_CREB_IL246,0.7359101268941571,1.0
CD4Tnaive_150Nd_STAT5_IL246,0.7361875596579759,1.0
CD8Teff_155Gd_S6_unstim,0.7362364278095989,1.0
intMCs_149Sm_CREB_LPS,0.73630158698803,1.0
CD56loCD16posNK_166Er_NFkB_IFNa,0.7403451052807846,1.0
CD4Tnaive_159Tb_MAPKAPK2_IL246,0.7425982146966317,1.0
mDCs_151Eu_p38_unstim,0.7431979908749464,1.0
CD8Teff_166Er_NFkB_IL246,0.7457856771916975,1.0
CD4Teff_159Tb_MAPKAPK2_IL246,0.7477329687294048,1.0
intMCs_155Gd_S6_LPS,0.7516651186322887,1.0
CD8Tnaive_155Gd_S6_unstim,0.7520914869573821,1.0
CD8Teff_151Eu_p38_IFNa,0.7560830702361929,1.0
Granulocytes_154Sm_STAT3_unstim,0.7560964228224609,1.0
MDSCs_156Gd_IkB_IL246,0.7589631363024119,1.0
Tregs_149Sm_CREB_LPS,0.7613758680219391,1.0
CD4negCD8negTcells_159Tb_MAPKAPK2_IL246,0.7632194726745397,1.0
CD4Tcm_167Er_ERK_IL246,0.7659720476174756,1.0
Granulocytes_166Er_NFkB_IL246,0.7665822968467364,1.0
mDCs_166Er_NFkB_IL246,0.7676328212314824,1.0
Granulocytes_168Er_STAT6_IL246,0.7687102422090354,1.0
MDSCs_155Gd_S6_GMCSF,0.7713185396556728,1.0
CD8Tnaive_167Er_ERK_IL246,0.7731059827778655,1.0
CD4Tnaive_166Er_NFkB_IL246,0.7739990740620415,1.0
CD8Tem_154Sm_STAT3_IL246,0.7791649218829433,1.0
CD56hiCD16negNK_156Gd_IkB_IFNa,0.7797850831046669,1.0
CD8Tnaive_156Gd_IkB_IL246,0.7878459294927385,1.0
Bcells_155Gd_S6_IL246,0.7919216200509676,1.0
CD8Tnaive_151Eu_p38_IFNa,0.7941046752817829,1.0
NKT_154Sm_STAT3_unstim,0.7947376762675977,1.0
CD56hiCD16negNK_168Er_STAT6_IFNa,0.7953424413525199,1.0
mDCs_168Er_STAT6_IFNa,0.7974867511403736,1.0
Granulocytes_150Nd_STAT5_IFNa,0.7977371077578022,1.0
MDSCs_155Gd_S6_IL246,0.7984640020490641,1.0
Granulocytes_150Nd_STAT5_GMCSF,0.7988715168163756,1.0
CD4Tnaive_149Sm_CREB_unstim,0.8002509955957035,1.0
Bcells_156Gd_IkB_IL246,0.8031926831116425,1.0
pDCs_166Er_NFkB_unstim,0.8049056850789085,1.0
CD8Tem_149Sm_CREB_IL246,0.8052245400253204,1.0
CD8Tem_150Nd_STAT5_IL246,0.8069411216047007,1.0
CD8Tnaive_167Er_ERK_IFNa,0.8092002826510907,1.0
pDCs_150Nd_STAT5_GMCSF,0.8129413818836064,1.0
MDSCs_156Gd_IkB_LPS,0.8130523803450244,1.0
CD56loCD16posNK_155Gd_S6_IL246,0.8135053944540865,1.0
mDCs_159Tb_MAPKAPK2_LPS,0.8140418329974434,1.0
CD8Teff_154Sm_STAT3_IL246,0.8147795769209807,1.0
MDSCs_149Sm_CREB_LPS,0.817323892633983,1.0
CD56loCD16posNK_151Eu_p38_IFNa,0.8202031243039558,1.0
CD4negCD8negTcells_155Gd_S6_unstim,0.8220146148019744,1.0
CD4Teff_151Eu_p38_IFNa,0.8232596747624888,1.0
CD4Tnaive_149Sm_CREB_IFNa,0.8279709232038759,1.0
NKT_150Nd_STAT5_IL246,0.8306793672227432,1.0
CD4Tcm_166Er_NFkB_IL246,0.8319092511161235,1.0
CD4Teff_166Er_NFkB_IL246,0.832853000048265,1.0
CD8Tem_150Nd_STAT5_IFNa,0.8346231710955915,1.0
cMCs_167Er_ERK_LPS,0.8389073014352455,1.0
Tregs_168Er_STAT6_IFNa,0.8428441061903383,1.0
CD4Teff_149Sm_CREB_IFNa,0.8429288250578498,1.0
MDSCs_159Tb_MAPKAPK2_IL246,0.8435384329670528,1.0
MDSCs_150Nd_STAT5_IL246,0.8473128241886188,1.0
cMCs_151Eu_p38_unstim,0.8500580506496589,1.0
CD8Tcm_156Gd_IkB_IFNa,0.8500662012915472,1.0
CD4Tem_156Gd_IkB_IL246,0.8524537832497884,1.0
CD4Tcm_166Er_NFkB_IFNa,0.8537073775602317,1.0
ncMCs_154Sm_STAT3_unstim,0.8538236578026522,1.0
Tregs_155Gd_S6_LPS,0.8564530052013191,1.0
CD4Teff_155Gd_S6_IL246,0.8615080744007958,1.0
Tregs_149Sm_CREB_IL246,0.8636824132578297,1.0
CD8Tcm_156Gd_IkB_IL246,0.8683361982527779,1.0
NKT_167Er_ERK_unstim,0.870886526076846,1.0
ncMCs_150Nd_STAT5_IFNa,0.8720090930564556,1.0
intMCs_167Er_ERK_LPS,0.8778980826174363,1.0
cMCs_154Sm_STAT3_IFNa,0.881015671656658,1.0
CD4negCD8negTcells_166Er_NFkB_IL246,0.8827881718303031,1.0
MDSCs_150Nd_STAT5_IFNa,0.8843509888270185,1.0
NKT_150Nd_STAT5_unstim,0.8844589443169619,1.0
CD8Tcm_155Gd_S6_IL246,0.8852263066386714,1.0
MDSCs_159Tb_MAPKAPK2_GMCSF,0.8909924482397086,1.0
intMCs_154Sm_STAT3_unstim,0.893025212087217,1.0
NKT_155Gd_S6_unstim,0.8942548774894983,1.0
NKT_155Gd_S6_IL246,0.8980820991778344,1.0
cMCs_154Sm_STAT3_GMCSF,0.8981162815059608,1.0
pDCs_154Sm_STAT3_unstim,0.8986692707836039,1.0
cMCs_154Sm_STAT3_unstim,0.899586297813805,1.0
ncMCs_149Sm_CREB_IL246,0.8999812458271615,1.0
NKT_166Er_NFkB_IFNa,0.9064450991445228,1.0
CD4negCD8negTcells_166Er_NFkB_IFNa,0.9084476207010027,1.0
NKT_167Er_ERK_IFNa,0.9092008554532277,1.0
Bcells_155Gd_S6_unstim,0.9105192103040695,1.0
Tregs_154Sm_STAT3_IL246,0.9105705797382709,1.0
cMCs_149Sm_CREB_LPS,0.9120262000055177,1.0
ncMCs_155Gd_S6_IL246,0.914492856381295,1.0
pDCs_168Er_STAT6_IFNa,0.9157465879970931,1.0
mDCs_167Er_ERK_LPS,0.9161787338564737,1.0
CD4Tnaive_166Er_NFkB_IFNa,0.9167546749492071,1.0
cMCs_159Tb_MAPKAPK2_IL246,0.9182972075946554,1.0
CD8Tcm_151Eu_p38_IFNa,0.9201255585049826,1.0
NKT_159Tb_MAPKAPK2_IL246,0.9240071808720366,1.0
pDCs_150Nd_STAT5_IL246,0.9277448663645407,1.0
CD56loCD16posNK_150Nd_STAT5_unstim,0.93020502806235,1.0
CD4Tnaive_168Er_STAT6_IFNa,0.931849645411541,1.0
CD8Tnaive_159Tb_MAPKAPK2_IL246,0.9327596038404478,1.0
mDCs_155Gd_S6_GMCSF,0.9339272249109998,1.0
CD4Tcm_156Gd_IkB_IL246,0.9366235892887866,1.0
CD4Tnaive_150Nd_STAT5_IFNa,0.9379806326924996,1.0
ncMCs_150Nd_STAT5_unstim,0.938596438833003,1.0
intMCs_159Tb_MAPKAPK2_GMCSF,0.9390801405554285,1.0
MDSCs_166Er_NFkB_IFNa,0.940471424204834,1.0
CD8Tnaive_166Er_NFkB_unstim,0.9437886827372417,1.0
ncMCs_159Tb_MAPKAPK2_LPS,0.9492729646787861,1.0
CD56loCD16posNK_149Sm_CREB_IL246,0.9507691017380877,1.0
cMCs_155Gd_S6_LPS,0.9542779497305213,1.0
ncMCs_150Nd_STAT5_IL246,0.9624254953306406,1.0
CD56hiCD16negNK_155Gd_S6_IFNa,0.9635369383978869,1.0
CD56loCD16posNK_155Gd_S6_unstim,0.9637422613122323,1.0
CD8Tem_159Tb_MAPKAPK2_IL246,0.9655554607410886,1.0
ncMCs_154Sm_STAT3_IFNa,0.9687690902618133,1.0
CD8Teff_150Nd_STAT5_IFNa,0.9741071322979693,1.0
CD8Teff_154Sm_STAT3_IFNa,0.977138288783606,1.0
CD8Tcm_159Tb_MAPKAPK2_IL246,0.983620324115135,1.0
ncMCs_166Er_NFkB_LPS,0.9842265251993529,1.0
CD56hiCD16negNK_167Er_ERK_IL246,0.9848993886541948,1.0
Tregs_155Gd_S6_IFNa,0.986216317885729,1.0
Granulocytes_167Er_ERK_unstim,0.9867035836011688,1.0
mDCs_150Nd_STAT5_IL246,0.9896620157264453,1.0
pDCs_154Sm_STAT3_IFNa,0.9906068694634502,1.0
mDCs_154Sm_STAT3_unstim,0.9924531470157646,1.0
mDCs_153Eu_STAT1_unstim,0.9964441418930986,1.0
MDSCs_154Sm_STAT3_GMCSF,0.9971595005415113,1.0
CD4Tem_159Tb_MAPKAPK2_IL246,0.9994350667123353,1.0
