,Spearman corr,pvalue
STAT5,-0.6644105970267493,0.0013967167378282708
STAT3,-0.5698028822981897,0.008721316687199636
CREB,-0.4810702354423639,0.03176497574213022
MAPKAPK2,-0.38912248587414683,0.08993389342425337
p38,-0.3742669603047504,0.10400926008201224
ERK,-0.3328713326493031,0.15155241782202525
STAT6,-0.3328713326493031,0.15155241782202525
IkB,-0.3121595890286832,0.18027688594970007
NFkB,-0.260132990857236,0.268013467258769
S6,0.01736833685729687,0.942062934427818
STAT1,,
