,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.357, 0.736]","0.576 [0.333, 0.807]","0.000 [0.000, 2.000]","0.000 [0.000, 0.000]"
SS 03,"0.820 [0.562, 1.000] (p=0.009)","0.894 [0.732, 1.000] (p=0.005)","14.000 [12.000, 14.250] (p=1.636e-07)","0.688 [0.557, 0.786] (p=1.131e-69)"
SS 05,"0.820 [0.582, 1.000] (p=0.006)","0.894 [0.718, 1.000] (p=0.003)","13.500 [12.000, 14.250] (p=1.787e-07)","0.706 [0.562, 0.786] (p=1.107e-69)"
SS 08,"0.840 [0.620, 1.000] (p=0.003)","0.902 [0.729, 1.000] (p=0.004)","13.000 [12.000, 14.000] (p=2.472e-07)","0.714 [0.562, 0.786] (p=8.532e-70)"
Lasso,"0.900 [0.737, 1.000] (p=0.001)","0.917 [0.764, 1.000] (p=0.001)","17.000 [14.750, 18.000] (p=6.090e-08)","0.667 [0.500, 0.773] (p=9.868e-69)"
Lasso 1SE,"0.780 [0.488, 1.000] (p=0.021)","0.874 [0.682, 1.000] (p=0.007)","17.000 [14.750, 18.250] (p=6.833e-08)","0.634 [0.522, 0.722] (p=1.753e-68)"
ElasticNet,"0.910 [0.738, 1.000] (p=0.001)","0.937 [0.801, 1.000] (p=0.003)","72.000 [57.750, 105.500] (p=2.946e-08)","0.575 [0.465, 0.693] (p=6.596e-69)"
