,ROC AUC,Average Precision,N features,CVS
STABL,"0.550 [0.500, 0.667]","0.550 [0.300, 0.764]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.066, 0.538] (p=0.043)","0.423 [0.241, 0.724] (p=0.104)","2.000 [2.000, 3.000] (p=1.523e-57)","0.333 [0.200, 0.500] (p=0.000e+00)"
SS 05,"0.500 [0.500, 0.500] (p=0.503)","0.500 [0.300, 0.700] (p=0.547)","0.000 [0.000, 0.000] (p=7.878e-04)","0.000 [0.000, 0.000] (p=2.484e-12)"
SS 08,"0.500 [0.500, 0.500] (p=0.486)","0.500 [0.300, 0.700] (p=0.508)","0.000 [0.000, 0.000] (p=7.878e-04)","0.000 [0.000, 0.000] (p=2.484e-12)"
Lasso,"0.200 [0.070, 0.354] (p=0.001)","0.387 [0.208, 0.629] (p=0.015)","0.000 [0.000, 1.000] (p=6.758e-13)","0.000 [0.000, 0.000] (p=0.000e+00)"
Lasso 1SE,"0.270 [0.121, 0.417] (p=0.014)","0.408 [0.222, 0.633] (p=0.03)","0.000 [0.000, 0.000] (p=5.610e-08)","0.000 [0.000, 0.000] (p=1.297e-223)"
ElasticNet,"0.370 [0.141, 0.653] (p=0.149)","0.455 [0.255, 0.792] (p=0.189)","0.000 [0.000, 2.000] (p=7.987e-11)","0.000 [0.000, 0.000] (p=0.000e+00)"
