,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.220, 0.698]","0.582 [0.295, 0.788]","0.000 [0.000, 5.250]","0.000 [0.000, 0.000]"
SS 03,"0.580 [0.297, 0.844] (p=0.19)","0.535 [0.325, 0.881] (p=0.355)","4.000 [3.000, 4.000] (p=3.811e-02)","0.500 [0.400, 0.600] (p=3.077e-58)"
SS 05,"0.315 [0.165, 0.455] (p=0.141)","0.430 [0.218, 0.656] (p=0.066)","0.000 [0.000, 0.000] (p=6.384e-02)","0.000 [0.000, 0.000] (p=1.076e-06)"
SS 08,"0.500 [0.500, 0.500] (p=0.367)","0.500 [0.250, 0.700] (p=0.163)","0.000 [0.000, 0.000] (p=2.083e-03)","0.000 [0.000, 0.000] (p=4.150e-08)"
Lasso,"0.840 [0.626, 1.000] (p=0.0)","0.884 [0.671, 1.000] (p=0.013)","17.000 [15.750, 18.000] (p=1.210e-07)","0.628 [0.479, 0.700] (p=4.680e-62)"
Lasso 1SE,"0.850 [0.626, 1.000] (p=0.0)","0.876 [0.696, 1.000] (p=0.011)","17.000 [16.000, 18.000] (p=1.317e-07)","0.667 [0.545, 0.734] (p=5.907e-63)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.0)","0.937 [0.800, 1.000] (p=0.004)","76.000 [60.000, 105.500] (p=4.471e-08)","0.588 [0.486, 0.696] (p=2.813e-63)"
