,ROC AUC,Average Precision,N features,CVS
STABL,"0.450 [0.302, 0.606]","0.479 [0.269, 0.735]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.560 [0.283, 0.828] (p=0.215)","0.534 [0.315, 0.873] (p=0.293)","1.000 [1.000, 1.250] (p=4.699e-06)","0.500 [0.500, 1.000] (p=1.677e-61)"
SS 05,"0.350 [0.200, 0.500] (p=0.175)","0.500 [0.300, 0.700] (p=0.343)","0.000 [0.000, 0.000] (p=9.652e-01)","0.000 [0.000, 0.000] (p=9.914e-01)"
SS 08,"0.500 [0.500, 0.500] (p=0.406)","0.500 [0.300, 0.700] (p=0.505)","0.000 [0.000, 0.000] (p=8.056e-02)","0.000 [0.000, 0.000] (p=8.299e-02)"
Lasso,"0.220 [0.059, 0.438] (p=0.086)","0.387 [0.209, 0.655] (p=0.052)","0.000 [0.000, 6.000] (p=1.946e-02)","0.000 [0.000, 0.000] (p=3.689e-08)"
Lasso 1SE,"0.210 [0.062, 0.404] (p=0.066)","0.379 [0.214, 0.648] (p=0.028)","0.000 [0.000, 5.250] (p=2.222e-02)","0.000 [0.000, 0.000] (p=3.765e-08)"
ElasticNet,"0.350 [0.101, 0.631] (p=0.268)","0.518 [0.278, 0.794] (p=0.401)","8.500 [2.250, 85.000] (p=2.756e-05)","0.067 [0.000, 0.293] (p=1.349e-29)"
