,ROC AUC,Average Precision,N features,CVS
STABL,"0.635 [0.323, 0.909]","0.775 [0.500, 0.939]","1.500 [1.000, 3.000]","0.500 [0.333, 1.000]"
SS 03,"0.510 [0.242, 0.788] (p=0.167)","0.545 [0.327, 0.861] (p=0.092)","6.000 [6.000, 6.000] (p=1.417e-73)","1.000 [0.833, 1.000] (p=0.000e+00)"
SS 05,"0.650 [0.360, 0.909] (p=0.459)","0.768 [0.500, 0.942] (p=0.45)","5.000 [4.000, 5.000] (p=2.048e-67)","0.800 [0.800, 1.000] (p=0.000e+00)"
SS 08,"0.740 [0.458, 0.980] (p=0.077)","0.840 [0.631, 0.975] (p=0.06)","1.000 [1.000, 1.000] (p=9.919e-18)","1.000 [1.000, 1.000] (p=0.000e+00)"
Lasso,"0.650 [0.380, 0.900] (p=0.459)","0.708 [0.433, 0.954] (p=0.169)","1.000 [1.000, 1.000] (p=3.294e-05)","1.000 [0.333, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.660 [0.384, 0.909] (p=0.385)","0.664 [0.403, 0.947] (p=0.079)","1.000 [1.000, 1.000] (p=3.294e-05)","1.000 [0.333, 1.000] (p=0.000e+00)"
ElasticNet,"0.680 [0.396, 0.940] (p=0.313)","0.769 [0.529, 0.951] (p=0.444)","1.000 [1.000, 1.000] (p=3.389e-06)","1.000 [0.500, 1.000] (p=0.000e+00)"
