,C'=' 0.044,C'=' 0.534,C'=' 1.023,C'=' 1.513,C'=' 2.002,C'=' 2.492,C'=' 2.981,C'=' 3.470,C'=' 3.960,C'=' 4.449
Bcells_NFkB,0.0,0.054,0.076,0.096,0.103,0.114,0.119,0.127,0.131,0.139
Bcells_Frequency,0.0,0.249,0.313,0.345,0.365,0.389,0.404,0.419,0.431,0.448
CCR2nncMC_CREB,0.0,0.107,0.125,0.136,0.139,0.149,0.154,0.161,0.164,0.165
CCR2nncMC_STAT3,0.0,0.019,0.028,0.036,0.04,0.043,0.051,0.055,0.059,0.063
CCR2nncMC_S6,0.0,0.207,0.24,0.262,0.275,0.291,0.306,0.316,0.326,0.334
CCR2nncMC_IkB,0.0,0.023,0.044,0.06,0.069,0.081,0.095,0.102,0.105,0.111
CCR2nncMC_NFkB,0.0,0.141,0.181,0.199,0.21,0.228,0.239,0.252,0.263,0.271
CCR2nncMC_MAPKAPK2,0.0,0.205,0.263,0.298,0.323,0.346,0.361,0.371,0.389,0.398
CCR2nncMC_Frequency,0.0,0.208,0.249,0.265,0.276,0.293,0.3,0.311,0.319,0.328
CCR2pcMC_CREB,0.0,0.005,0.008,0.009,0.01,0.011,0.011,0.014,0.014,0.017
CCR2pcMC_STAT3,0.0,0.028,0.039,0.041,0.045,0.051,0.056,0.06,0.063,0.065
CCR2pcMC_S6,0.0,0.192,0.252,0.288,0.315,0.332,0.356,0.377,0.392,0.411
CCR2pcMC_IkB,0.0,0.01,0.016,0.022,0.025,0.033,0.036,0.043,0.046,0.048
CCR2pcMC_NFkB,0.0,0.035,0.052,0.056,0.061,0.067,0.072,0.073,0.078,0.084
CCR2pcMC_Frequency,0.0,0.36,0.437,0.471,0.505,0.529,0.541,0.553,0.572,0.584
CD41hiCD61hiPLT_p38,0.0,0.092,0.113,0.127,0.136,0.144,0.149,0.154,0.163,0.17
CD4Tcm_STAT5,0.0,0.01,0.021,0.026,0.026,0.028,0.03,0.031,0.034,0.035
CD4Tcm_STAT3,0.0,0.007,0.01,0.014,0.017,0.018,0.022,0.024,0.025,0.026
CD4Tcm_IkB,0.0,0.035,0.05,0.056,0.064,0.069,0.072,0.077,0.086,0.095
CD4Tcm_NFkB,0.0,0.002,0.004,0.005,0.004,0.004,0.006,0.006,0.007,0.007
CD4Tcm_Frequency,0.0,0.173,0.237,0.28,0.306,0.329,0.349,0.368,0.381,0.392
CD4Tem_STAT5,0.0,0.0,0.005,0.005,0.008,0.01,0.011,0.011,0.013,0.014
CD4Tem_STAT3,0.0,0.002,0.005,0.008,0.012,0.017,0.018,0.021,0.023,0.024
CD4Tem_IkB,0.0,0.009,0.015,0.018,0.02,0.02,0.023,0.028,0.03,0.031
CD4Tem_NFkB,0.0,0.007,0.007,0.008,0.008,0.01,0.01,0.011,0.012,0.012
CD4Tem_STAT6,0.0,0.025,0.036,0.04,0.049,0.056,0.061,0.066,0.069,0.077
CD4Tem_Frequency,0.0,0.027,0.042,0.05,0.059,0.065,0.071,0.081,0.087,0.092
CD4Tnaive_STAT5,0.0,0.012,0.022,0.027,0.027,0.03,0.031,0.033,0.035,0.041
CD4Tnaive_STAT3,0.0,0.03,0.04,0.047,0.057,0.061,0.064,0.068,0.071,0.073
CD4Tnaive_IkB,0.0,0.004,0.006,0.008,0.008,0.011,0.013,0.014,0.014,0.018
CD4Tnaive_NFkB,0.0,0.011,0.015,0.019,0.02,0.023,0.026,0.028,0.029,0.03
CD4Tnaive_Frequency,0.0,0.529,0.591,0.615,0.631,0.658,0.671,0.682,0.695,0.705
CD4Trm_STAT5,0.0,0.191,0.24,0.264,0.277,0.29,0.3,0.308,0.318,0.331
CD4Trm_STAT3,0.0,0.021,0.037,0.05,0.059,0.072,0.076,0.087,0.095,0.099
CD4Trm_S6,0.0,0.272,0.324,0.352,0.369,0.385,0.405,0.421,0.436,0.449
CD4Trm_IkB,0.0,0.019,0.024,0.032,0.041,0.053,0.054,0.059,0.064,0.069
CD4Trm_NFkB,0.0,0.089,0.136,0.161,0.179,0.195,0.205,0.216,0.224,0.237
CD4Trm_STAT6,0.0,0.2,0.261,0.28,0.297,0.312,0.322,0.33,0.337,0.338
CD4Trm_Frequency,0.0,0.057,0.066,0.073,0.075,0.08,0.085,0.085,0.088,0.089
CD56brightCD16nNKcells_IkB,0.0,0.056,0.096,0.116,0.135,0.149,0.165,0.176,0.185,0.198
CD56brightCD16nNKcells_NFkB,0.0,0.004,0.007,0.009,0.01,0.011,0.011,0.011,0.012,0.012
CD56brightCD16nNKcells_Frequency,0.0,0.196,0.252,0.282,0.303,0.319,0.337,0.353,0.362,0.374
CD56dimCD16pNKcells_CREB,0.0,0.028,0.054,0.058,0.071,0.086,0.091,0.099,0.102,0.107
CD56dimCD16pNKcells_NFkB,0.0,0.001,0.001,0.002,0.005,0.005,0.005,0.007,0.008,0.01
CD56dimCD16pNKcells_Frequency,0.0,0.076,0.107,0.138,0.155,0.172,0.195,0.201,0.219,0.228
CD61pCD41pPLT_CREB,0.0,0.123,0.17,0.199,0.214,0.233,0.248,0.253,0.26,0.265
CD61pCD41pPLT_STAT3,0.0,0.157,0.2,0.224,0.248,0.27,0.287,0.299,0.312,0.317
CD61pCD41pPLT_S6,0.0,0.103,0.146,0.171,0.184,0.201,0.211,0.219,0.23,0.233
CD61pCD41pPLT_IkB,0.0,0.016,0.023,0.025,0.029,0.029,0.032,0.031,0.033,0.034
CD61pCD41pPLT_NFkB,0.0,0.021,0.038,0.049,0.056,0.062,0.065,0.071,0.08,0.082
CD62LnAgedNeutrophils_CREB,0.0,0.011,0.019,0.022,0.024,0.028,0.03,0.035,0.039,0.045
CD62LnAgedNeutrophils_p38,0.0,0.205,0.239,0.257,0.272,0.289,0.293,0.301,0.307,0.314
CD62LnAgedNeutrophils_STAT3,0.0,0.056,0.079,0.093,0.1,0.103,0.11,0.117,0.122,0.125
CD62LnAgedNeutrophils_S6,0.0,0.36,0.413,0.452,0.485,0.51,0.533,0.549,0.564,0.577
CD62LnAgedNeutrophils_IkB,0.0,0.123,0.166,0.19,0.211,0.223,0.233,0.245,0.25,0.256
CD62LnAgedNeutrophils_MAPKAPK2,0.0,0.167,0.207,0.231,0.24,0.255,0.265,0.273,0.278,0.285
CD62LnAgedNeutrophils_Frequency,0.0,0.169,0.225,0.249,0.265,0.273,0.287,0.296,0.304,0.31
CD62LpImmatureNeutrophils_CREB,0.0,0.044,0.058,0.065,0.068,0.071,0.075,0.079,0.081,0.082
CD62LpImmatureNeutrophils_STAT3,0.0,0.01,0.022,0.031,0.036,0.045,0.047,0.053,0.057,0.058
CD62LpImmatureNeutrophils_S6,0.0,0.23,0.252,0.268,0.281,0.294,0.302,0.308,0.318,0.328
CD62LpImmatureNeutrophils_IkB,0.0,0.136,0.18,0.201,0.22,0.231,0.239,0.247,0.254,0.259
CD62LpImmatureNeutrophils_Frequency,0.0,0.268,0.305,0.319,0.329,0.342,0.351,0.358,0.366,0.367
CD8Tcm_STAT5,0.0,0.014,0.02,0.024,0.028,0.031,0.036,0.038,0.041,0.043
CD8Tcm_STAT3,0.0,0.094,0.146,0.169,0.187,0.198,0.21,0.217,0.218,0.233
CD8Tcm_NFkB,0.0,0.001,0.004,0.005,0.008,0.008,0.009,0.01,0.013,0.014
CD8Tcm_Frequency,0.0,0.064,0.102,0.132,0.145,0.162,0.176,0.185,0.195,0.198
CD8Tem_NFkB,0.0,0.001,0.001,0.002,0.004,0.005,0.006,0.006,0.006,0.006
CD8Tem_Frequency,0.0,0.008,0.016,0.019,0.023,0.029,0.028,0.031,0.032,0.035
CD8Tnaive_STAT5,0.0,0.079,0.099,0.111,0.119,0.13,0.135,0.139,0.148,0.151
CD8Tnaive_STAT3,0.0,0.015,0.023,0.031,0.038,0.042,0.049,0.053,0.058,0.06
CD8Tnaive_IkB,0.0,0.082,0.102,0.117,0.129,0.132,0.139,0.146,0.156,0.162
CD8Tnaive_NFkB,0.0,0.017,0.024,0.027,0.029,0.029,0.031,0.034,0.036,0.038
CD8Tnaive_Frequency,0.0,0.232,0.293,0.316,0.343,0.363,0.381,0.393,0.402,0.41
CD8Trm_NFkB,0.0,0.001,0.001,0.004,0.005,0.006,0.007,0.007,0.007,0.007
CD8Trm_Frequency,0.0,0.046,0.073,0.091,0.099,0.113,0.121,0.129,0.132,0.138
gdTcells_CREB,0.0,0.023,0.032,0.038,0.045,0.051,0.055,0.06,0.063,0.069
gdTcells_IkB,0.0,0.174,0.208,0.221,0.239,0.256,0.267,0.276,0.285,0.301
gdTcells_NFkB,0.0,0.012,0.025,0.031,0.035,0.038,0.043,0.046,0.053,0.055
gdTcells_STAT6,0.0,0.009,0.013,0.014,0.015,0.014,0.017,0.018,0.022,0.023
gdTcells_Frequency,0.0,0.12,0.153,0.178,0.186,0.193,0.204,0.212,0.22,0.226
intMC_CREB,0.0,0.007,0.011,0.015,0.015,0.015,0.016,0.017,0.017,0.02
intMC_STAT3,0.0,0.045,0.056,0.061,0.066,0.072,0.072,0.076,0.08,0.081
intMC_S6,0.0,0.226,0.277,0.312,0.342,0.37,0.383,0.399,0.422,0.438
