,C'=' 0.044,C'=' 0.534,C'=' 1.023,C'=' 1.513,C'=' 2.002,C'=' 2.492,C'=' 2.981,C'=' 3.470,C'=' 3.960,C'=' 4.449
artificial.1,0.0,0.01,0.022,0.027,0.03,0.036,0.038,0.042,0.047,0.047
artificial.2,0.0,0.0,0.0,0.002,0.002,0.003,0.003,0.004,0.004,0.006
artificial.3,0.0,0.0,0.001,0.003,0.008,0.009,0.014,0.014,0.014,0.015
artificial.4,0.0,0.075,0.103,0.121,0.136,0.149,0.162,0.168,0.175,0.184
artificial.5,0.0,0.056,0.078,0.089,0.098,0.107,0.114,0.126,0.135,0.141
artificial.6,0.0,0.009,0.011,0.016,0.018,0.024,0.03,0.033,0.04,0.041
artificial.7,0.0,0.136,0.192,0.23,0.254,0.272,0.295,0.315,0.332,0.346
artificial.8,0.0,0.011,0.012,0.013,0.013,0.015,0.019,0.023,0.025,0.028
artificial.9,0.0,0.005,0.006,0.008,0.009,0.009,0.01,0.013,0.014,0.016
artificial.10,0.0,0.023,0.028,0.03,0.033,0.035,0.036,0.036,0.04,0.041
artificial.11,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001
artificial.12,0.0,0.073,0.101,0.127,0.144,0.153,0.163,0.177,0.191,0.197
artificial.13,0.0,0.017,0.025,0.027,0.03,0.037,0.04,0.043,0.048,0.053
artificial.14,0.0,0.155,0.198,0.227,0.26,0.275,0.295,0.317,0.334,0.35
artificial.15,0.0,0.02,0.024,0.029,0.034,0.035,0.035,0.039,0.04,0.042
artificial.16,0.0,0.018,0.022,0.024,0.027,0.03,0.034,0.035,0.036,0.043
artificial.17,0.0,0.093,0.129,0.146,0.16,0.172,0.183,0.195,0.203,0.214
artificial.18,0.0,0.093,0.116,0.126,0.135,0.143,0.146,0.154,0.157,0.162
artificial.19,0.0,0.386,0.442,0.479,0.508,0.525,0.541,0.558,0.571,0.585
