,Max Proba
CD4Tnaive_Frequency,0.705
CCR2pcMC_Frequency,0.584
CD62LnAgedNeutrophils_S6,0.577
CD4Trm_S6,0.449
Bcells_Frequency,0.448
intMC_S6,0.438
Tregnaive_STAT6,0.436
pDC_STAT5,0.432
CCR2pcMC_S6,0.411
CD8Tnaive_Frequency,0.41
CCR2nncMC_MAPKAPK2,0.398
CD4Tcm_Frequency,0.392
Tregnaive_STAT5,0.383
Th1mem_STAT6,0.375
CD56brightCD16nNKcells_Frequency,0.374
mDC_S6,0.372
CD62LpImmatureNeutrophils_Frequency,0.367
intMC_Frequency,0.352
Th1naive_NFkB,0.342
MDSC_S6,0.339
CD4Trm_STAT6,0.338
pDC_MAPKAPK2,0.335
CCR2nncMC_S6,0.334
CD4Trm_STAT5,0.331
CCR2nncMC_Frequency,0.328
CD62LpImmatureNeutrophils_S6,0.328
Tregmem_STAT5,0.32
CD61pCD41pPLT_STAT3,0.317
CD62LnAgedNeutrophils_p38,0.314
CD62LnAgedNeutrophils_Frequency,0.31
Th1mem_ERK,0.307
gdTcells_IkB,0.301
pDC_S6,0.286
CD62LnAgedNeutrophils_MAPKAPK2,0.285
Th1naive_ERK,0.274
CCR2nncMC_NFkB,0.271
CD61pCD41pPLT_CREB,0.265
Th1naive_STAT6,0.265
Tregmem_Frequency,0.26
CD62LpImmatureNeutrophils_IkB,0.259
CD62LnAgedNeutrophils_IkB,0.256
Th1mem_STAT5,0.238
CD4Trm_NFkB,0.237
CD8Tcm_STAT3,0.233
CD61pCD41pPLT_S6,0.233
mDC_Frequency,0.229
CD56dimCD16pNKcells_Frequency,0.228
Th1naive_S6,0.226
gdTcells_Frequency,0.226
MDSC_Frequency,0.208
NKT_IkB,0.204
CD8Tcm_Frequency,0.198
CD56brightCD16nNKcells_IkB,0.198
pDC_IkB,0.178
intMC_IkB,0.175
Tregnaive_IkB,0.173
CD41hiCD61hiPLT_p38,0.17
Th1naive_CREB,0.169
Tregnaive_ERK,0.166
mDC_IkB,0.165
CCR2nncMC_CREB,0.165
CD8Tnaive_IkB,0.162
CD8Tnaive_STAT5,0.151
Th1mem_CREB,0.148
Tregnaive_S6,0.148
NKT_STAT5,0.146
pDC_CREB,0.144
Bcells_NFkB,0.139
CD8Trm_Frequency,0.138
Th1naive_MAPKAPK2,0.136
CD62LnAgedNeutrophils_STAT3,0.125
NKT_Frequency,0.124
Th1naive_STAT3,0.115
CCR2nncMC_IkB,0.111
CD56dimCD16pNKcells_CREB,0.107
mDC_STAT3,0.106
CD4Trm_STAT3,0.099
Th1mem_IkB,0.098
Th1naive_IkB,0.097
pDC_STAT3,0.097
CD4Tcm_IkB,0.095
Th1mem_S6,0.094
CD4Tem_Frequency,0.092
CD4Trm_Frequency,0.089
Tregnaive_NFkB,0.085
mDC_CREB,0.085
NKT_STAT6,0.085
CCR2pcMC_NFkB,0.084
CD62LpImmatureNeutrophils_CREB,0.082
CD61pCD41pPLT_NFkB,0.082
intMC_STAT3,0.081
Th1naive_STAT5,0.077
CD4Tem_STAT6,0.077
MDSC_STAT3,0.077
CD4Tnaive_STAT3,0.073
CD4Trm_IkB,0.069
gdTcells_CREB,0.069
MDSC_IkB,0.066
CCR2pcMC_STAT3,0.065
CCR2nncMC_STAT3,0.063
CD8Tnaive_STAT3,0.06
CD62LpImmatureNeutrophils_STAT3,0.058
pDC_NFkB,0.057
gdTcells_NFkB,0.055
CCR2pcMC_IkB,0.048
CD62LnAgedNeutrophils_CREB,0.045
CD8Tcm_STAT5,0.043
CD4Tnaive_STAT5,0.041
Tregnaive_STAT3,0.039
CD8Tnaive_NFkB,0.038
CD4Tcm_STAT5,0.035
CD8Tem_Frequency,0.035
CD61pCD41pPLT_IkB,0.034
CD4Tem_IkB,0.031
CD4Tnaive_NFkB,0.03
CD4Tcm_STAT3,0.026
CD4Tem_STAT3,0.024
gdTcells_STAT6,0.023
NKT_NFkB,0.023
intMC_CREB,0.02
CD4Tnaive_IkB,0.018
Tregmem_STAT3,0.017
CCR2pcMC_CREB,0.017
MDSC_CREB,0.015
CD4Tem_STAT5,0.014
CD8Tcm_NFkB,0.014
CD4Tem_NFkB,0.012
CD56brightCD16nNKcells_NFkB,0.012
CD56dimCD16pNKcells_NFkB,0.01
Tregmem_NFkB,0.008
CD4Tcm_NFkB,0.007
Th1mem_NFkB,0.007
CD8Trm_NFkB,0.007
Th1mem_STAT3,0.007
CD8Tem_NFkB,0.006
intMC_NFkB,0.005
