,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.615 [0.340, 0.875]","0.760 [0.519, 0.934]","2.000 [1.000, 4.000]","0.333 [0.200, 0.600]",4.055e-01
SS 03,"0.750 [0.485, 0.939] (p=0.093)","0.777 [0.505, 0.960] (p=0.419)","6.000 [6.000, 6.000] (p=3.481e-64)","0.833 [0.714, 1.000] (p=0.000e+00)",6.362e-02
SS 05,"0.900 [0.703, 1.000] (p=0.001)","0.937 [0.804, 1.000] (p=0.005)","5.000 [4.000, 5.000] (p=8.990e-39)","0.800 [0.800, 1.000] (p=0.000e+00)",2.817e-03
SS 08,"0.670 [0.400, 0.912] (p=0.147)","0.764 [0.513, 0.937] (p=0.467)","1.500 [1.000, 2.000] (p=3.292e-09)","0.500 [0.500, 1.000] (p=0.000e+00)",2.123e-01
Lasso,"0.850 [0.643, 0.990] (p=0.019)","0.876 [0.662, 0.986] (p=0.082)","4.000 [4.000, 6.000] (p=2.950e-38)","0.600 [0.500, 0.800] (p=0.000e+00)",9.108e-03
Lasso 1SE,"0.850 [0.643, 0.980] (p=0.021)","0.876 [0.647, 1.000] (p=0.083)","4.000 [4.000, 6.000] (p=2.950e-38)","0.600 [0.500, 0.800] (p=0.000e+00)",9.108e-03
ElasticNet,"0.810 [0.595, 0.969] (p=0.043)","0.836 [0.618, 0.983] (p=0.205)","6.000 [5.000, 7.000] (p=1.286e-54)","0.714 [0.571, 0.833] (p=0.000e+00)",2.113e-02
