,Spearman corr,pvalue
ERK,-0.4855815829335072,0.02997228625973506
S6,0.45089718415254243,0.04600809554004641
STAT6,-0.45089718415254243,0.04600809554004641
NFkB,-0.41621278537157763,0.06794714904706994
MAPKAPK2,-0.3815283865906128,0.09694244809397427
p38,-0.3815283865906128,0.09694244809397427
STAT5,-0.3295017884191656,0.1559933352870714
IkB,0.2427907914667536,0.3023454554274212
STAT3,-0.1907641932953064,0.42045602297364715
CREB,-0.1907641932953064,0.42045602297364715
Frequency,-0.0173421993904824,0.9421499835467455
STAT1,,
