,ROC AUC,Average Precision,N features,CVS
STABL,"0.540 [0.250, 0.808]","0.548 [0.334, 0.867]","3.500 [1.750, 7.250]","0.222 [0.000, 0.333]"
SS 03,"0.860 [0.630, 1.000] (p=0.019)","0.917 [0.759, 1.000] (p=0.006)","15.000 [14.000, 16.000] (p=6.733e-07)","0.728 [0.579, 0.800] (p=4.721e-57)"
SS 05,"0.850 [0.626, 1.000] (p=0.022)","0.904 [0.716, 1.000] (p=0.012)","12.000 [11.000, 13.000] (p=2.693e-05)","0.688 [0.562, 0.786] (p=2.235e-56)"
SS 08,"0.480 [0.176, 0.747] (p=0.346)","0.623 [0.350, 0.845] (p=0.301)","5.000 [4.750, 5.000] (p=2.158e-01)","0.571 [0.429, 0.667] (p=1.148e-43)"
Lasso,"0.780 [0.535, 1.000] (p=0.051)","0.848 [0.612, 1.000] (p=0.026)","15.500 [14.000, 18.000] (p=1.583e-06)","0.604 [0.471, 0.694] (p=9.587e-42)"
Lasso 1SE,"0.810 [0.570, 0.990] (p=0.035)","0.853 [0.633, 0.986] (p=0.031)","16.000 [14.750, 17.250] (p=1.484e-06)","0.622 [0.500, 0.706] (p=1.964e-41)"
ElasticNet,"0.910 [0.737, 1.000] (p=0.004)","0.937 [0.817, 1.000] (p=0.003)","72.000 [57.750, 105.750] (p=6.644e-08)","0.575 [0.464, 0.693] (p=4.141e-46)"
