,Max Proba
artificial.11,0.272
artificial.27,0.255
artificial.39,0.254
artificial.30,0.224
artificial.2,0.222
artificial.17,0.187
artificial.31,0.178
artificial.21,0.169
artificial.10,0.166
artificial.29,0.164
artificial.8,0.146
artificial.33,0.131
artificial.1,0.129
artificial.23,0.124
artificial.14,0.118
artificial.13,0.116
artificial.34,0.11
artificial.24,0.108
artificial.18,0.103
artificial.36,0.1
artificial.7,0.1
artificial.16,0.083
artificial.4,0.07
artificial.37,0.065
artificial.19,0.059
artificial.38,0.053
artificial.5,0.053
artificial.12,0.048
artificial.25,0.045
artificial.35,0.043
artificial.3,0.042
artificial.28,0.038
artificial.20,0.034
artificial.26,0.026
artificial.22,0.021
artificial.9,0.02
artificial.15,0.019
artificial.6,0.016
artificial.32,0.014
