,Fold selected features,Fold nb of features
Fold 0,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 1,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 2,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 3,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 4,"['CREB', 'STAT5', 'STAT3', 'IkB', 'NFkB', 'STAT6']",6
Fold 5,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 6,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",6
Fold 7,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 8,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6']",5
Fold 9,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 10,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",6
Fold 11,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 12,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 13,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 14,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 15,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 16,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2', 'Frequency']",7
Fold 17,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 18,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 19,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 20,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 21,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 22,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 23,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 24,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 25,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 26,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 27,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2', 'Frequency']",7
Fold 28,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 29,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 30,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 31,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 32,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",6
Fold 33,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 34,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6']",5
Fold 35,"['CREB', 'STAT5', 'STAT3', 'IkB', 'NFkB', 'STAT6']",6
Fold 36,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 37,"['CREB', 'STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",6
Fold 38,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 39,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 40,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 41,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2', 'Frequency']",7
Fold 42,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 43,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 44,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 45,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6']",5
Fold 46,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 47,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
Fold 48,"['CREB', 'STAT5', 'STAT3', 'NFkB', 'STAT6', 'MAPKAPK2']",6
Fold 49,"['STAT5', 'STAT3', 'S6', 'NFkB', 'STAT6']",5
