,C'=' 0.052,C'=' 0.628,C'=' 1.203,C'=' 1.778,C'=' 2.353,C'=' 2.929,C'=' 3.504,C'=' 4.079,C'=' 4.655,C'=' 5.230
artificial.1,0.0,0.13,0.196,0.236,0.267,0.297,0.32,0.343,0.364,0.374
artificial.2,0.0,0.335,0.395,0.438,0.479,0.512,0.541,0.562,0.582,0.599
artificial.3,0.0,0.094,0.121,0.136,0.15,0.159,0.177,0.194,0.208,0.225
artificial.4,0.0,0.21,0.303,0.35,0.381,0.405,0.424,0.439,0.451,0.46
artificial.5,0.0,0.195,0.235,0.266,0.286,0.309,0.324,0.338,0.36,0.367
artificial.6,0.0,0.001,0.005,0.008,0.013,0.019,0.022,0.03,0.04,0.046
artificial.7,0.0,0.0,0.002,0.002,0.007,0.013,0.014,0.018,0.019,0.022
artificial.8,0.0,0.048,0.063,0.069,0.079,0.083,0.087,0.094,0.1,0.104
artificial.9,0.0,0.057,0.076,0.09,0.111,0.13,0.142,0.159,0.172,0.181
artificial.10,0.0,0.288,0.338,0.365,0.381,0.398,0.407,0.419,0.424,0.438
artificial.11,0.0,0.038,0.055,0.068,0.081,0.093,0.106,0.111,0.127,0.135
artificial.12,0.0,0.045,0.071,0.093,0.11,0.136,0.17,0.194,0.216,0.244
artificial.13,0.0,0.086,0.103,0.128,0.14,0.154,0.166,0.178,0.189,0.203
artificial.14,0.0,0.013,0.021,0.023,0.026,0.031,0.035,0.041,0.041,0.043
artificial.15,0.0,0.355,0.408,0.453,0.494,0.524,0.563,0.585,0.607,0.618
artificial.16,0.0,0.031,0.042,0.052,0.06,0.065,0.071,0.08,0.087,0.098
artificial.17,0.0,0.184,0.242,0.267,0.303,0.324,0.341,0.356,0.366,0.377
artificial.18,0.0,0.056,0.076,0.103,0.125,0.152,0.193,0.221,0.255,0.281
artificial.19,0.0,0.128,0.156,0.174,0.204,0.22,0.237,0.251,0.258,0.263
artificial.20,0.0,0.015,0.02,0.022,0.026,0.032,0.038,0.042,0.047,0.056
artificial.21,0.0,0.098,0.124,0.136,0.15,0.159,0.172,0.187,0.195,0.201
artificial.22,0.0,0.054,0.069,0.086,0.098,0.112,0.123,0.134,0.14,0.149
artificial.23,0.0,0.008,0.012,0.012,0.013,0.019,0.024,0.028,0.036,0.042
artificial.24,0.0,0.058,0.078,0.1,0.13,0.153,0.174,0.195,0.213,0.227
artificial.25,0.0,0.067,0.135,0.182,0.217,0.251,0.276,0.3,0.331,0.349
artificial.26,0.0,0.002,0.003,0.004,0.01,0.013,0.012,0.021,0.029,0.033
artificial.27,0.0,0.024,0.044,0.054,0.067,0.078,0.085,0.093,0.102,0.112
artificial.28,0.0,0.028,0.043,0.051,0.054,0.06,0.071,0.073,0.081,0.088
