,ROC AUC,Average Precision,N features,CVS
STABL,"0.745 [0.515, 0.925]","0.739 [0.483, 0.929]","10.000 [0.000, 14.500]","0.000 [0.000, 0.368]"
SS 03,"0.860 [0.636, 1.000] (p=0.087)","0.917 [0.747, 1.000] (p=0.04)","14.500 [14.000, 16.000] (p=8.098e-03)","0.737 [0.561, 0.812] (p=1.609e-53)"
SS 05,"0.840 [0.596, 1.000] (p=0.151)","0.902 [0.733, 1.000] (p=0.043)","12.000 [11.000, 13.000] (p=1.400e-01)","0.724 [0.571, 0.833] (p=7.164e-54)"
SS 08,"0.490 [0.212, 0.778] (p=0.051)","0.625 [0.346, 0.862] (p=0.128)","5.000 [5.000, 5.000] (p=2.788e-01)","0.571 [0.429, 0.667] (p=7.087e-40)"
Lasso,"0.830 [0.613, 1.000] (p=0.097)","0.851 [0.583, 1.000] (p=0.128)","17.000 [15.750, 19.000] (p=3.908e-03)","0.604 [0.505, 0.700] (p=1.427e-45)"
Lasso 1SE,"0.850 [0.650, 1.000] (p=0.054)","0.885 [0.709, 1.000] (p=0.071)","17.000 [16.000, 18.000] (p=3.146e-03)","0.619 [0.520, 0.722] (p=6.496e-46)"
ElasticNet,"0.910 [0.750, 1.000] (p=0.027)","0.937 [0.799, 1.000] (p=0.043)","72.000 [57.000, 105.500] (p=6.451e-08)","0.575 [0.464, 0.689] (p=2.263e-42)"
