,ROC AUC,Average Precision,N features,CVS
STABL,"0.630 [0.354, 0.904]","0.747 [0.508, 0.929]","1.500 [1.000, 2.000]","0.500 [0.000, 1.000]"
SS 03,"0.670 [0.406, 0.919] (p=0.401)","0.652 [0.408, 0.950] (p=0.452)","3.500 [3.000, 4.000] (p=5.900e-64)","0.750 [0.750, 1.000] (p=0.000e+00)"
SS 05,"0.700 [0.434, 0.940] (p=0.23)","0.760 [0.491, 0.954] (p=0.447)","3.000 [3.000, 4.000] (p=2.917e-60)","0.750 [0.667, 1.000] (p=0.000e+00)"
SS 08,"0.730 [0.470, 0.945] (p=0.138)","0.783 [0.556, 0.962] (p=0.343)","2.000 [2.000, 2.000] (p=8.838e-27)","1.000 [0.667, 1.000] (p=0.000e+00)"
Lasso,"0.730 [0.465, 0.945] (p=0.122)","0.783 [0.505, 0.960] (p=0.297)","3.000 [3.000, 3.000] (p=3.520e-55)","1.000 [0.667, 1.000] (p=0.000e+00)"
Lasso 1SE,"0.730 [0.469, 0.939] (p=0.138)","0.783 [0.539, 0.967] (p=0.301)","3.000 [3.000, 3.000] (p=3.520e-55)","1.000 [0.667, 1.000] (p=0.000e+00)"
ElasticNet,"0.730 [0.494, 0.964] (p=0.151)","0.770 [0.487, 0.952] (p=0.372)","3.000 [3.000, 3.000] (p=3.385e-67)","1.000 [1.000, 1.000] (p=0.000e+00)"
