,Spearman corr,pvalue
NFkB,-0.5029237823239896,0.023807489798112744
p38,-0.3905498468561695,0.08865932553143627
S6,-0.2774751902477184,0.2362383786543498
Frequency,0.2774751902477184,0.2362383786543498
STAT3,-0.2480694691784169,0.29162477311382556
CREB,-0.2427907914667536,0.3023454554274212
IkB,-0.10405319634289441,0.6624265026477676
MAPKAPK2,0.10405319634289441,0.6624265026477676
ERK,0.0693687975619296,0.7713562200019073
STAT6,-0.0693687975619296,0.7713562200019073
STAT5,-0.0173421993904824,0.9421499835467455
STAT1,,
