,ROC AUC,Average Precision,N features,CVS
STABL,"0.835 [0.640, 0.990]","0.771 [0.499, 1.000]","7.000 [6.000, 9.250]","0.556 [0.429, 0.667]"
SS 03,"0.800 [0.583, 0.969] (p=0.373)","0.835 [0.593, 0.976] (p=0.446)","11.000 [10.750, 12.000] (p=1.587e-04)","0.833 [0.750, 0.909] (p=8.914e-47)"
SS 05,"0.800 [0.573, 0.967] (p=0.375)","0.824 [0.605, 0.974] (p=0.398)","8.000 [8.000, 9.000] (p=2.456e-01)","0.778 [0.700, 0.889] (p=3.546e-42)"
SS 08,"0.170 [0.020, 0.396] (p=0.0)","0.368 [0.212, 0.631] (p=0.0)","1.500 [1.000, 2.000] (p=1.365e-07)","0.000 [0.000, 0.333] (p=4.074e-36)"
Lasso,"0.570 [0.293, 0.820] (p=0.027)","0.640 [0.392, 0.894] (p=0.238)","9.500 [4.000, 11.000] (p=7.963e-01)","0.485 [0.273, 0.636] (p=7.164e-04)"
Lasso 1SE,"0.550 [0.280, 0.808] (p=0.028)","0.632 [0.371, 0.888] (p=0.271)","9.500 [3.750, 11.000] (p=8.919e-01)","0.455 [0.273, 0.615] (p=3.265e-05)"
ElasticNet,"0.640 [0.360, 0.881] (p=0.069)","0.682 [0.425, 0.927] (p=0.326)","11.000 [5.750, 15.000] (p=7.537e-02)","0.528 [0.364, 0.688] (p=8.334e-01)"
