,Max Proba
artificial.605,0.9
artificial.683,0.898
artificial.373,0.894
artificial.252,0.891
artificial.710,0.862
artificial.569,0.852
artificial.17,0.843
artificial.214,0.829
artificial.328,0.829
artificial.223,0.82
artificial.491,0.818
artificial.121,0.812
artificial.291,0.785
artificial.536,0.782
artificial.70,0.774
artificial.83,0.762
artificial.541,0.758
artificial.520,0.757
artificial.103,0.756
artificial.658,0.742
artificial.220,0.741
artificial.150,0.739
artificial.171,0.736
artificial.415,0.732
artificial.21,0.729
artificial.504,0.719
artificial.487,0.717
artificial.565,0.715
artificial.100,0.711
artificial.533,0.711
artificial.327,0.711
artificial.41,0.709
artificial.694,0.707
artificial.682,0.705
artificial.364,0.698
artificial.740,0.69
artificial.548,0.69
artificial.655,0.67
artificial.686,0.664
artificial.72,0.66
artificial.228,0.659
artificial.460,0.656
artificial.507,0.65
artificial.139,0.649
artificial.645,0.647
artificial.218,0.647
artificial.749,0.646
artificial.13,0.642
artificial.237,0.642
artificial.459,0.641
artificial.260,0.633
artificial.306,0.628
artificial.578,0.622
artificial.64,0.622
artificial.88,0.618
artificial.334,0.618
artificial.129,0.618
artificial.42,0.617
artificial.249,0.616
artificial.608,0.615
artificial.221,0.61
artificial.580,0.61
artificial.648,0.608
artificial.319,0.607
artificial.557,0.606
artificial.372,0.595
artificial.707,0.592
artificial.182,0.582
artificial.419,0.582
artificial.163,0.579
artificial.299,0.579
artificial.435,0.579
artificial.502,0.579
artificial.6,0.569
artificial.619,0.569
artificial.618,0.568
artificial.97,0.566
artificial.37,0.563
artificial.540,0.562
artificial.535,0.561
artificial.734,0.561
artificial.427,0.56
artificial.539,0.56
artificial.279,0.558
artificial.169,0.556
artificial.650,0.554
artificial.530,0.553
artificial.538,0.552
artificial.209,0.551
artificial.304,0.551
artificial.379,0.547
artificial.388,0.546
artificial.20,0.54
artificial.348,0.539
artificial.341,0.538
artificial.238,0.537
artificial.464,0.535
artificial.275,0.533
artificial.323,0.533
artificial.62,0.531
artificial.634,0.53
artificial.454,0.527
artificial.105,0.523
artificial.179,0.522
artificial.633,0.52
artificial.420,0.517
artificial.396,0.514
artificial.122,0.514
artificial.112,0.51
artificial.554,0.51
artificial.697,0.507
artificial.754,0.507
artificial.175,0.506
artificial.666,0.504
artificial.663,0.503
artificial.615,0.501
artificial.453,0.501
artificial.482,0.5
artificial.586,0.5
artificial.471,0.496
artificial.55,0.496
artificial.712,0.494
artificial.99,0.493
artificial.12,0.493
artificial.166,0.492
artificial.614,0.492
artificial.376,0.492
artificial.232,0.491
artificial.305,0.491
artificial.653,0.491
artificial.51,0.491
artificial.469,0.489
artificial.635,0.487
artificial.5,0.487
artificial.613,0.486
artificial.662,0.484
artificial.189,0.483
artificial.704,0.482
artificial.18,0.481
artificial.516,0.481
artificial.342,0.481
artificial.336,0.48
artificial.621,0.48
artificial.720,0.479
artificial.59,0.479
artificial.33,0.476
artificial.606,0.472
artificial.513,0.472
artificial.240,0.47
artificial.713,0.469
artificial.340,0.468
artificial.573,0.465
artificial.397,0.465
artificial.676,0.463
artificial.347,0.461
artificial.104,0.458
artificial.25,0.457
artificial.622,0.455
artificial.531,0.454
artificial.224,0.453
artificial.298,0.45
artificial.494,0.446
artificial.700,0.444
artificial.702,0.444
artificial.596,0.441
artificial.588,0.44
artificial.180,0.438
artificial.69,0.437
artificial.264,0.436
artificial.47,0.436
artificial.335,0.435
artificial.488,0.435
artificial.355,0.434
artificial.701,0.433
artificial.92,0.433
artificial.444,0.429
artificial.211,0.428
artificial.753,0.428
artificial.144,0.427
artificial.307,0.427
artificial.461,0.426
artificial.473,0.424
artificial.654,0.423
artificial.84,0.421
artificial.170,0.421
artificial.451,0.418
artificial.445,0.417
artificial.75,0.416
artificial.192,0.415
artificial.106,0.415
artificial.210,0.414
artificial.352,0.414
artificial.52,0.413
artificial.198,0.412
artificial.353,0.412
artificial.337,0.411
artificial.515,0.41
artificial.250,0.41
artificial.467,0.41
artificial.383,0.409
artificial.16,0.409
artificial.408,0.408
artificial.19,0.407
artificial.309,0.406
artificial.577,0.402
artificial.138,0.398
artificial.312,0.397
artificial.730,0.397
artificial.498,0.397
artificial.641,0.394
artificial.156,0.393
artificial.174,0.393
artificial.667,0.392
artificial.506,0.392
artificial.602,0.39
artificial.28,0.389
artificial.315,0.384
artificial.628,0.38
artificial.387,0.378
artificial.675,0.378
artificial.222,0.378
artificial.361,0.377
artificial.620,0.374
artificial.501,0.374
artificial.127,0.373
artificial.430,0.368
artificial.570,0.366
artificial.313,0.364
artificial.407,0.363
artificial.729,0.355
artificial.235,0.354
artificial.551,0.352
artificial.642,0.35
artificial.292,0.35
artificial.632,0.349
artificial.450,0.349
artificial.446,0.349
artificial.286,0.348
artificial.162,0.346
artificial.521,0.345
artificial.412,0.341
artificial.79,0.341
artificial.443,0.34
artificial.236,0.337
artificial.468,0.336
artificial.77,0.335
artificial.368,0.333
artificial.277,0.332
artificial.406,0.33
artificial.370,0.329
artificial.354,0.328
artificial.27,0.328
artificial.522,0.327
artificial.493,0.326
artificial.737,0.323
artificial.424,0.323
artificial.187,0.322
artificial.159,0.32
artificial.135,0.319
artificial.463,0.317
artificial.611,0.316
artificial.692,0.315
artificial.184,0.315
artificial.585,0.314
artificial.722,0.313
artificial.689,0.313
artificial.604,0.313
artificial.584,0.311
artificial.257,0.311
artificial.151,0.307
artificial.685,0.307
artificial.82,0.307
artificial.8,0.305
artificial.497,0.305
artificial.118,0.305
artificial.377,0.303
artificial.143,0.301
artificial.253,0.301
artificial.262,0.301
artificial.718,0.3
artificial.600,0.3
artificial.390,0.297
artificial.562,0.296
artificial.687,0.296
artificial.479,0.295
artificial.705,0.295
artificial.746,0.295
artificial.366,0.295
artificial.148,0.294
artificial.178,0.293
artificial.265,0.293
artificial.66,0.292
artificial.94,0.292
artificial.202,0.291
artificial.30,0.29
artificial.640,0.289
artificial.128,0.288
artificial.155,0.286
artificial.241,0.285
artificial.281,0.285
artificial.616,0.284
artificial.747,0.284
artificial.268,0.284
artificial.532,0.283
artificial.111,0.282
artificial.191,0.282
artificial.343,0.282
artificial.40,0.276
artificial.26,0.276
artificial.46,0.276
artificial.485,0.275
artificial.321,0.273
artificial.594,0.271
artificial.158,0.266
artificial.254,0.266
artificial.71,0.265
artificial.549,0.262
artificial.365,0.26
artificial.652,0.26
artificial.486,0.26
artificial.544,0.258
artificial.54,0.253
artificial.496,0.252
artificial.124,0.251
artificial.651,0.251
artificial.153,0.249
artificial.437,0.248
artificial.215,0.248
artificial.80,0.246
artificial.308,0.245
artificial.356,0.244
artificial.107,0.242
artificial.572,0.241
artificial.283,0.24
artificial.276,0.24
artificial.39,0.24
artificial.147,0.239
artificial.564,0.239
artificial.197,0.238
artificial.382,0.238
artificial.674,0.237
artificial.81,0.237
artificial.590,0.236
artificial.560,0.235
artificial.126,0.234
artificial.157,0.233
artificial.598,0.233
artificial.733,0.233
artificial.266,0.232
artificial.499,0.232
artificial.571,0.231
artificial.58,0.231
artificial.425,0.23
artificial.74,0.23
artificial.1,0.228
artificial.679,0.227
artificial.132,0.226
artificial.161,0.223
artificial.393,0.222
artificial.10,0.219
artificial.219,0.218
artificial.239,0.216
artificial.53,0.216
artificial.742,0.214
artificial.282,0.213
artificial.719,0.212
artificial.660,0.212
artificial.297,0.211
artificial.757,0.211
artificial.288,0.209
artificial.517,0.208
artificial.475,0.208
artificial.484,0.208
artificial.699,0.206
artificial.691,0.204
artificial.317,0.201
artificial.269,0.201
artificial.716,0.201
artificial.165,0.199
artificial.404,0.198
artificial.113,0.198
artificial.441,0.197
artificial.534,0.197
artificial.360,0.196
artificial.752,0.196
artificial.216,0.195
artificial.552,0.194
artificial.57,0.194
artificial.294,0.191
artificial.409,0.19
artificial.519,0.19
artificial.489,0.189
artificial.15,0.189
artificial.587,0.189
artificial.206,0.189
artificial.741,0.189
artificial.537,0.186
artificial.245,0.186
artificial.48,0.184
artificial.255,0.183
artificial.525,0.181
artificial.326,0.181
artificial.511,0.18
artificial.612,0.18
artificial.756,0.179
artificial.561,0.179
artificial.339,0.179
artificial.29,0.178
artificial.563,0.177
artificial.346,0.177
artificial.345,0.176
artificial.244,0.175
artificial.717,0.174
artificial.512,0.174
artificial.213,0.174
artificial.670,0.174
artificial.403,0.173
artificial.698,0.171
artificial.31,0.171
artificial.751,0.17
artificial.607,0.17
artificial.432,0.17
artificial.410,0.169
artificial.629,0.167
artificial.22,0.162
artificial.603,0.161
artificial.553,0.161
artificial.505,0.161
artificial.149,0.16
artificial.684,0.159
artificial.369,0.159
artificial.758,0.158
artificial.402,0.158
artificial.217,0.157
artificial.301,0.156
artificial.270,0.155
artificial.133,0.154
artificial.657,0.154
artificial.500,0.154
artificial.671,0.153
artificial.141,0.153
artificial.750,0.153
artificial.714,0.151
artificial.398,0.151
artificial.452,0.151
artificial.188,0.149
artificial.142,0.149
artificial.646,0.149
artificial.208,0.149
artificial.669,0.148
artificial.325,0.147
artificial.43,0.147
artificial.391,0.147
artificial.125,0.146
artificial.725,0.145
artificial.110,0.145
artificial.743,0.144
artificial.735,0.144
artificial.555,0.141
artificial.458,0.139
artificial.96,0.139
artificial.389,0.139
artificial.234,0.139
artificial.639,0.137
artificial.592,0.137
artificial.589,0.137
artificial.610,0.135
artificial.2,0.134
artificial.627,0.132
artificial.447,0.132
artificial.95,0.132
artificial.723,0.131
artificial.289,0.13
artificial.173,0.129
artificial.367,0.129
artificial.248,0.128
artificial.227,0.127
artificial.131,0.126
artificial.421,0.126
artificial.528,0.126
artificial.456,0.126
artificial.706,0.124
artificial.7,0.12
artificial.416,0.119
artificial.673,0.118
artificial.518,0.117
artificial.316,0.116
artificial.38,0.116
artificial.272,0.116
artificial.167,0.115
artificial.285,0.115
artificial.510,0.114
artificial.314,0.113
artificial.547,0.112
artificial.380,0.111
artificial.664,0.11
artificial.172,0.11
artificial.186,0.11
artificial.703,0.109
artificial.116,0.109
artificial.68,0.108
artificial.278,0.108
artificial.680,0.108
artificial.263,0.108
artificial.431,0.108
artificial.631,0.106
artificial.514,0.105
artificial.332,0.105
artificial.582,0.105
artificial.474,0.102
artificial.329,0.101
artificial.477,0.099
artificial.63,0.097
artificial.34,0.096
artificial.527,0.096
artificial.203,0.095
artificial.36,0.094
artificial.591,0.093
artificial.690,0.092
artificial.261,0.091
artificial.302,0.089
artificial.152,0.089
artificial.470,0.089
artificial.287,0.088
artificial.708,0.087
artificial.739,0.087
artificial.503,0.086
artificial.386,0.086
artificial.715,0.086
artificial.455,0.085
artificial.472,0.085
artificial.568,0.084
artificial.183,0.084
artificial.724,0.084
artificial.405,0.083
artificial.258,0.083
artificial.392,0.082
artificial.428,0.081
artificial.711,0.081
artificial.296,0.079
artificial.123,0.079
artificial.617,0.079
artificial.638,0.077
artificial.426,0.077
artificial.246,0.076
artificial.194,0.073
artificial.728,0.072
artificial.738,0.072
artificial.649,0.071
artificial.695,0.07
artificial.636,0.07
artificial.212,0.07
artificial.399,0.069
artificial.14,0.069
artificial.86,0.069
artificial.9,0.068
artificial.207,0.068
artificial.624,0.067
artificial.44,0.067
artificial.24,0.066
artificial.274,0.065
artificial.303,0.064
artificial.371,0.063
artificial.731,0.062
artificial.439,0.061
artificial.448,0.061
artificial.164,0.06
artificial.196,0.06
artificial.117,0.059
artificial.672,0.058
artificial.130,0.058
artificial.709,0.058
artificial.284,0.058
artificial.381,0.058
artificial.11,0.057
artificial.102,0.057
artificial.90,0.057
artificial.595,0.057
artificial.119,0.057
artificial.204,0.056
artificial.465,0.056
