,ERK,STAT6,MAPKAPK2,STAT3,S6,IkB,NFkB,p38,STAT1,CREB,STAT5,Frequency
1326,0.017120820000000037,0.03957975299999994,-0.013601580000000002,0.103626749,0.052126255999999996,-0.012873319999999966,0.07374056600000012,0.0,0.0,-0.088088746,0.030047623999999995,-0.17662058199999997
1330,-0.013279222000000035,0.03923267099999994,0.03294495000000003,0.00930023,0.0057850789999999985,0.03905508499999999,0.054999933000000056,0.0,0.0,0.05169738,0.019268537000000002,0.134179363
1331,-0.00881696000000004,0.13667308499999997,-0.08905632299999999,0.096106488,-0.0036568910000000093,0.05962677500000002,0.07348132899999993,0.0,0.0,0.15491455200000004,0.02826735999999999,0.139486381
1337,-0.04854292900000001,-0.0063535989999999876,0.002349362999999993,-0.057424264,-0.011688001000000003,-0.11273549899999999,0.03505732100000003,0.022597818,0.0,0.176463221,-0.050477356,-0.0002065400000000328
1357,0.041208124999999984,0.05394967900000003,0.035433538000000014,0.0,0.014706334000000001,0.03372554499999997,0.12318773699999985,0.0,0.0,0.08391981799999998,0.022810068000000003,0.002650215000000067
1377,0.09989646400000007,0.2167796409999999,-0.16434721100000002,-0.16239643699999998,-0.023339026,0.05893900199999996,-0.021726025000000204,0.0,0.0,0.09563444500000007,-0.033533835999999984,0.00013358900000001728
1381,0.017850314000000034,0.02808803999999998,-0.013379868000000017,0.0,-0.008511129000000006,0.030684270000000013,0.026218520999999884,0.0,0.0,0.328970736,-0.0055978120000000076,1.0503867869999999
1400,0.18021431899999996,0.20541543699999998,0.08812759500000002,0.0,0.024241672,0.223706246,0.267641369,0.0,0.0,-0.15095462400000004,0.011949861000000006,0.030316737999999982
1414,0.12358443200000002,0.08173649400000005,-0.42977752599999997,-0.017741742,-0.20046353700000002,-0.8189811440000001,-0.13786952799999974,-0.502223708,0.0,-0.629951411,0.0003423519999999902,-0.128444605
1418,-0.029073196999999995,-0.0005323060000000934,-0.04078205600000001,0.0,-0.010772983000000014,0.04149143899999996,0.11710746900000002,0.0,0.0,-0.06267881400000003,-0.039037506,-0.2746838869999999
1427,-0.04008105499999998,-0.04323579300000002,0.01794041099999999,0.029849367,0.012733220999999989,0.0073899499999999785,0.03996643499999997,0.0,0.0,0.0035239109999999907,-0.03746773400000001,-0.024433932999999852
1428,0.06706134500000005,0.01826734699999999,-0.006231169000000009,0.0,-0.020119585999999995,0.042885112999999975,0.098323669,0.0,0.0,0.121811574,-0.06001525100000002,0.679792362
1431,-0.03224410599999994,-0.045792359000000116,-0.0021751620000000083,0.016118612000000004,0.009473225000000002,0.03876252600000002,0.06289371600000004,-0.010081972000000002,0.0,-0.11542154799999993,-0.025101498000000007,0.13325169599999986
1464,0.03509026799999998,0.09370691100000006,0.03871438599999999,-0.018266985,-0.01317323899999999,0.031980655000000024,0.11197224099999992,0.011643641,0.0,0.637281846,0.046166491000000004,0.19616751900000007
1469,0.043230661000000004,0.09443157199999996,0.028029393000000014,0.0,0.020038227000000006,0.04811618299999998,0.011801291999999908,0.0,0.0,0.057188262000000045,0.039165299999999986,0.332412429
1472,0.051479887,0.12401356500000005,0.06143896600000004,0.023145125,0.05547736,0.103012155,0.29989122600000007,0.0,0.0,0.11358895999999999,-0.009960630000000012,-0.6119462199999997
1473,0.004641632999999978,0.030907384000000038,0.12056705200000001,0.0,0.058819798000000006,0.10814605800000004,0.12609469499999992,0.0,0.0,-0.026711082000000025,-0.03727528900000002,-0.012322303000000034
1475,0.002594611999999996,-0.014125689999999969,0.006076737999999998,0.0,-0.033646006000000006,-0.025827716,-0.11946372499999991,0.0,0.0,-0.17180298900000002,0.009589307999999998,3.4678766399999983
1480,-0.0016644670000000028,-0.018048638000000006,-0.0008894350000000217,0.030216044,0.03932021700000002,-0.038104209,-0.07829315500000011,0.0,0.0,-0.08164898200000001,0.028247569,1.087585519
1488,0.000483358999999961,0.04103849599999998,-0.031151701999999976,0.0,-0.028278248999999978,-0.022883300999999967,-0.13409414499999994,0.0,0.0,-0.27181792200000005,0.003968254000000004,-0.7077599709999998
