,ROC AUC,Average Precision,N features,CVS
STABL,"0.510 [0.250, 0.798]","0.571 [0.305, 0.843]","5.000 [0.750, 17.000]","0.037 [0.000, 0.234]"
SS 03,"0.495 [0.229, 0.781] (p=0.468)","0.536 [0.318, 0.854] (p=0.428)","10.000 [9.000, 11.250] (p=6.430e-02)","0.500 [0.377, 0.580] (p=2.465e-44)"
SS 05,"0.410 [0.165, 0.677] (p=0.302)","0.459 [0.277, 0.794] (p=0.211)","3.000 [2.000, 4.000] (p=4.365e-01)","0.400 [0.250, 0.575] (p=4.166e-34)"
SS 08,"0.560 [0.292, 0.797] (p=0.413)","0.514 [0.323, 0.806] (p=0.359)","0.000 [0.000, 1.000] (p=8.478e-04)","0.000 [0.000, 0.000] (p=1.038e-06)"
Lasso,"0.220 [0.078, 0.417] (p=0.083)","0.387 [0.219, 0.654] (p=0.132)","0.000 [0.000, 4.250] (p=4.256e-02)","0.000 [0.000, 0.000] (p=2.997e-11)"
Lasso 1SE,"0.210 [0.055, 0.393] (p=0.076)","0.379 [0.216, 0.658] (p=0.117)","0.000 [0.000, 2.250] (p=3.118e-02)","0.000 [0.000, 0.000] (p=1.125e-11)"
ElasticNet,"0.330 [0.080, 0.590] (p=0.211)","0.508 [0.273, 0.766] (p=0.367)","8.500 [2.250, 81.500] (p=1.231e-01)","0.067 [0.000, 0.293] (p=5.752e-01)"
