,ROC AUC,Average Precision,N features,CVS
STABL,"0.645 [0.381, 0.889]","0.616 [0.377, 0.935]","3.500 [2.000, 5.250]","0.333 [0.222, 0.500]"
SS 03,"0.790 [0.559, 0.980] (p=0.096)","0.807 [0.585, 0.980] (p=0.066)","12.000 [11.000, 13.000] (p=5.524e-08)","0.769 [0.667, 0.846] (p=4.409e-45)"
SS 05,"0.780 [0.533, 0.969] (p=0.118)","0.811 [0.568, 0.976] (p=0.064)","11.000 [10.000, 11.000] (p=6.563e-08)","0.750 [0.638, 0.833] (p=7.158e-42)"
SS 08,"0.840 [0.646, 0.984] (p=0.028)","0.874 [0.670, 0.986] (p=0.007)","7.000 [5.750, 7.000] (p=8.993e-04)","0.714 [0.571, 0.875] (p=3.359e-33)"
Lasso,"0.820 [0.586, 0.976] (p=0.042)","0.834 [0.581, 0.981] (p=0.021)","10.000 [9.750, 11.000] (p=2.222e-07)","0.538 [0.388, 0.692] (p=5.301e-17)"
Lasso 1SE,"0.820 [0.606, 0.970] (p=0.047)","0.834 [0.619, 0.984] (p=0.031)","10.000 [9.000, 11.000] (p=3.236e-07)","0.538 [0.375, 0.692] (p=1.620e-15)"
ElasticNet,"0.820 [0.604, 0.980] (p=0.039)","0.852 [0.630, 0.982] (p=0.022)","17.500 [14.750, 19.250] (p=6.515e-08)","0.618 [0.500, 0.700] (p=1.112e-28)"
