,ROC AUC,Average Precision,N features,CVS
STABL,"0.610 [0.328, 0.857]","0.724 [0.446, 0.911]","4.500 [0.000, 7.000]","0.000 [0.000, 0.362]"
SS 03,"0.730 [0.469, 0.930] (p=0.197)","0.803 [0.584, 0.953] (p=0.209)","7.000 [7.000, 8.000] (p=2.647e-03)","0.727 [0.667, 0.778] (p=2.865e-59)"
SS 05,"0.250 [0.054, 0.489] (p=0.002)","0.390 [0.227, 0.664] (p=0.003)","1.000 [1.000, 1.250] (p=1.411e-01)","0.000 [0.000, 0.500] (p=5.775e-01)"
SS 08,"0.500 [0.500, 0.500] (p=0.205)","0.500 [0.300, 0.700] (p=0.035)","0.000 [0.000, 0.000] (p=6.659e-05)","0.000 [0.000, 0.000] (p=7.249e-19)"
Lasso,"0.530 [0.260, 0.787] (p=0.331)","0.590 [0.336, 0.887] (p=0.182)","9.500 [4.000, 11.000] (p=6.452e-03)","0.467 [0.273, 0.636] (p=8.178e-31)"
Lasso 1SE,"0.510 [0.242, 0.778] (p=0.28)","0.582 [0.323, 0.858] (p=0.19)","9.500 [3.750, 11.000] (p=8.919e-03)","0.449 [0.273, 0.612] (p=1.148e-28)"
ElasticNet,"0.640 [0.364, 0.875] (p=0.431)","0.682 [0.408, 0.927] (p=0.383)","11.000 [5.750, 15.000] (p=2.784e-04)","0.528 [0.364, 0.688] (p=1.754e-36)"
