,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.460 [0.225, 0.708]","0.607 [0.374, 0.821]","0.000 [0.000, 6.000]","0.000 [0.000, 0.000]",7.652e-01
SS 03,"0.440 [0.176, 0.729] (p=0.459)","0.492 [0.290, 0.815] (p=0.216)","6.000 [6.000, 6.000] (p=7.084e-39)","1.000 [1.000, 1.000] (p=0.000e+00)",6.776e-01
SS 05,"0.440 [0.212, 0.720] (p=0.436)","0.492 [0.279, 0.821] (p=0.233)","6.000 [6.000, 6.000] (p=7.084e-39)","1.000 [1.000, 1.000] (p=0.000e+00)",6.776e-01
SS 08,"0.500 [0.232, 0.765] (p=0.406)","0.526 [0.299, 0.838] (p=0.284)","1.000 [0.000, 2.000] (p=8.540e-01)","0.000 [0.000, 0.333] (p=7.016e-139)",1.000e+00
Lasso,"0.360 [0.143, 0.591] (p=0.254)","0.526 [0.310, 0.760] (p=0.159)","0.000 [0.000, 2.000] (p=9.579e-04)","0.000 [0.000, 0.000] (p=2.193e-42)",2.311e-01
Lasso 1SE,"0.360 [0.150, 0.589] (p=0.238)","0.526 [0.294, 0.765] (p=0.156)","0.000 [0.000, 1.250] (p=9.615e-04)","0.000 [0.000, 0.000] (p=9.078e-46)",2.311e-01
ElasticNet,"0.360 [0.119, 0.635] (p=0.299)","0.434 [0.260, 0.771] (p=0.117)","0.000 [0.000, 2.000] (p=3.630e-03)","0.000 [0.000, 0.000] (p=4.847e-41)",3.075e-01
