,Spearman corr,pvalue
S6,0.5029237823239896,0.023807489798112744
STAT3,-0.2611164839335468,0.266143109088641
MAPKAPK2,-0.260132990857236,0.268013467258769
NFkB,-0.22544859207627121,0.3392245168854384
Frequency,0.20810639268578882,0.3786152471949078
STAT5,-0.1560797945143416,0.5111092083782216
IkB,0.1387375951238592,0.5596674186533706
ERK,-0.1213953957333768,0.6101689948464966
p38,0.11158567053033415,0.6395259894830241
STAT6,-0.0693687975619296,0.7713562200019073
CREB,-0.0346843987809648,0.8845776882078991
STAT1,,
