,Associated weight
CD41hiCD61hiPLT_predictions,9.698586153097018
CD4Tcm_predictions,9.42531099551299
CD61pCD41pPLT_predictions,9.164166193499554
CCR2nncMC_predictions,8.430943778060412
CD56brightCD16nNKcells_predictions,8.162393823312655
Tregnaive_predictions,7.933777325418413
CD62LnAgedNeutrophils_predictions,7.921053344865915
Tregmem_predictions,7.1699079551248355
Bcells_predictions,6.494327782097481
CD56dimCD16pNKcells_predictions,5.200792399522242
pDC_predictions,5.132715004038699
NKT_predictions,4.993662067297551
intMC_predictions,4.878375029192191
CCR2pcMC_predictions,3.922388694310653
CD62LpImmatureNeutrophils_predictions,3.720492802843083
Th1naive_predictions,3.56320539051398
CD8Tcm_predictions,2.941537153052194
CD8Trm_predictions,2.745428120405984
CD8Tnaive_predictions,2.719730694255306
MDSC_predictions,2.7147386196107814
CD4Tem_predictions,2.371321877122501
mDC_predictions,2.35681348621923
CD4Tnaive_predictions,1.81659321273002
gdTcells_predictions,1.051492310774984
Th1mem_predictions,0.9602625263938647
CD4Trm_predictions,0.20444930245567372
CD8Tem_predictions,0.007039466201975708
