,ROC AUC,Average Precision,N features,CVS
STABL,"0.500 [0.500, 0.500]","0.500 [0.300, 0.700]","0.000 [0.000, 0.000]","0.000 [0.000, 0.000]"
SS 03,"0.270 [0.051, 0.531] (p=0.073)","0.466 [0.253, 0.735] (p=0.374)","16.000 [14.750, 17.000] (p=7.369e-09)","0.435 [0.376, 0.500] (p=1.248e-72)"
SS 05,"0.220 [0.036, 0.440] (p=0.043)","0.382 [0.223, 0.639] (p=0.068)","16.000 [14.000, 17.000] (p=7.452e-09)","0.450 [0.381, 0.500] (p=1.243e-72)"
SS 08,"0.240 [0.060, 0.476] (p=0.067)","0.389 [0.226, 0.682] (p=0.109)","15.000 [14.000, 16.000] (p=7.288e-09)","0.450 [0.391, 0.516] (p=1.231e-72)"
Lasso,"0.175 [0.055, 0.321] (p=0.003)","0.387 [0.208, 0.620] (p=0.032)","0.000 [0.000, 5.750] (p=2.081e-03)","0.000 [0.000, 0.000] (p=7.522e-08)"
Lasso 1SE,"0.240 [0.099, 0.387] (p=0.015)","0.408 [0.218, 0.642] (p=0.056)","0.000 [0.000, 4.500] (p=9.584e-03)","0.000 [0.000, 0.000] (p=8.009e-05)"
ElasticNet,"0.130 [0.000, 0.320] (p=0.014)","0.357 [0.210, 0.620] (p=0.025)","0.000 [0.000, 2.000] (p=4.528e-03)","0.000 [0.000, 0.000] (p=4.535e-06)"
