,ROC AUC,Average Precision,N features,CVS
STABL,"0.695 [0.437, 0.920]","0.665 [0.413, 0.950]","4.000 [3.000, 5.000]","0.500 [0.364, 0.667]"
SS 03,"0.580 [0.308, 0.854] (p=0.16)","0.535 [0.313, 0.872] (p=0.103)","4.000 [3.000, 4.000] (p=5.463e-01)","0.500 [0.400, 0.600] (p=6.695e-01)"
SS 05,"0.315 [0.177, 0.455] (p=0.02)","0.430 [0.242, 0.656] (p=0.073)","0.000 [0.000, 0.000] (p=2.185e-08)","0.000 [0.000, 0.000] (p=2.732e-67)"
SS 08,"0.500 [0.500, 0.500] (p=0.13)","0.500 [0.250, 0.700] (p=0.135)","0.000 [0.000, 0.000] (p=7.181e-09)","0.000 [0.000, 0.000] (p=2.008e-70)"
Lasso,"0.810 [0.559, 1.000] (p=0.214)","0.871 [0.651, 1.000] (p=0.172)","17.000 [15.000, 18.500] (p=6.014e-08)","0.650 [0.526, 0.727] (p=2.782e-11)"
Lasso 1SE,"0.830 [0.606, 1.000] (p=0.186)","0.879 [0.671, 1.000] (p=0.123)","17.000 [16.750, 19.000] (p=5.686e-08)","0.667 [0.583, 0.734] (p=2.430e-13)"
ElasticNet,"0.910 [0.747, 1.000] (p=0.07)","0.937 [0.810, 1.000] (p=0.087)","76.000 [60.000, 105.500] (p=6.232e-08)","0.588 [0.486, 0.696] (p=2.909e-05)"
