,Max Proba
CD4Tnaive_Frequency,0.721
CCR2pcMC_Frequency,0.64
CD62LnAgedNeutrophils_S6,0.586
CCR2nncMC_MAPKAPK2,0.529
intMC_S6,0.462
pDC_MAPKAPK2,0.462
CCR2nncMC_NFkB,0.441
CCR2pcMC_S6,0.44
mDC_S6,0.431
pDC_STAT5,0.428
Bcells_Frequency,0.422
CD4Trm_S6,0.421
CCR2nncMC_Frequency,0.417
Tregmem_STAT5,0.402
CCR2nncMC_S6,0.394
Tregnaive_STAT5,0.39
Th1mem_STAT6,0.378
CD4Trm_STAT5,0.369
intMC_Frequency,0.366
MDSC_S6,0.356
Tregnaive_STAT6,0.354
CD61pCD41pPLT_STAT3,0.348
CD62LpImmatureNeutrophils_Frequency,0.342
CD4Trm_STAT6,0.341
CD62LpImmatureNeutrophils_S6,0.341
CD62LnAgedNeutrophils_Frequency,0.335
Th1naive_NFkB,0.334
CD62LnAgedNeutrophils_IkB,0.331
CD4Tcm_Frequency,0.33
CD56brightCD16nNKcells_Frequency,0.326
CD8Tnaive_Frequency,0.311
Th1mem_STAT5,0.305
Th1mem_ERK,0.302
CD62LnAgedNeutrophils_p38,0.296
CD61pCD41pPLT_CREB,0.29
CD8Tcm_STAT3,0.277
pDC_S6,0.275
CD62LnAgedNeutrophils_MAPKAPK2,0.274
CD56brightCD16nNKcells_IkB,0.269
Th1naive_STAT6,0.267
CD4Trm_NFkB,0.266
intMC_IkB,0.265
Th1naive_S6,0.264
gdTcells_IkB,0.256
Th1naive_ERK,0.256
gdTcells_Frequency,0.25
CD62LpImmatureNeutrophils_IkB,0.25
CD61pCD41pPLT_S6,0.249
MDSC_Frequency,0.239
mDC_Frequency,0.235
CD56dimCD16pNKcells_Frequency,0.217
CCR2nncMC_CREB,0.217
Tregmem_Frequency,0.208
pDC_IkB,0.204
Th1naive_CREB,0.202
CD4Tcm_IkB,0.202
CD8Tnaive_STAT5,0.201
Tregnaive_ERK,0.197
CD8Tnaive_IkB,0.197
mDC_IkB,0.193
Bcells_NFkB,0.187
CD41hiCD61hiPLT_p38,0.183
CD62LnAgedNeutrophils_STAT3,0.182
Th1mem_CREB,0.178
CD8Tcm_Frequency,0.175
Tregnaive_IkB,0.168
MDSC_IkB,0.16
Th1mem_S6,0.153
Tregnaive_S6,0.153
Th1naive_MAPKAPK2,0.147
pDC_CREB,0.144
CCR2pcMC_NFkB,0.137
NKT_IkB,0.132
NKT_STAT6,0.131
NKT_STAT5,0.124
CD4Trm_IkB,0.121
CD4Trm_Frequency,0.116
CCR2nncMC_IkB,0.113
CD62LpImmatureNeutrophils_CREB,0.111
CD4Tem_STAT6,0.109
Th1naive_STAT3,0.107
Th1naive_STAT5,0.104
CD4Tem_Frequency,0.101
Th1mem_IkB,0.097
CD8Trm_Frequency,0.093
CD56dimCD16pNKcells_CREB,0.091
gdTcells_NFkB,0.088
CD4Tem_IkB,0.083
NKT_Frequency,0.081
pDC_NFkB,0.08
mDC_CREB,0.079
Th1naive_IkB,0.078
CD8Tcm_STAT5,0.074
CD4Trm_STAT3,0.073
CD62LnAgedNeutrophils_CREB,0.073
CD61pCD41pPLT_NFkB,0.072
CD8Tnaive_STAT3,0.071
Tregnaive_NFkB,0.07
CD62LpImmatureNeutrophils_STAT3,0.068
CCR2nncMC_STAT3,0.068
CD4Tnaive_STAT5,0.066
intMC_STAT3,0.064
CD4Tcm_STAT5,0.06
MDSC_STAT3,0.057
CD8Tnaive_NFkB,0.05
pDC_STAT3,0.048
gdTcells_CREB,0.047
gdTcells_STAT6,0.046
NKT_NFkB,0.045
CD61pCD41pPLT_IkB,0.044
CD8Tem_Frequency,0.041
CCR2pcMC_STAT3,0.041
mDC_STAT3,0.037
CD4Tem_STAT3,0.035
CD4Tem_STAT5,0.035
CCR2pcMC_IkB,0.033
Tregnaive_STAT3,0.03
CD4Tnaive_NFkB,0.029
CD4Tnaive_IkB,0.028
CD56brightCD16nNKcells_NFkB,0.027
CD56dimCD16pNKcells_NFkB,0.025
intMC_CREB,0.025
CCR2pcMC_CREB,0.025
CD4Tnaive_STAT3,0.024
CD4Tem_NFkB,0.023
CD8Tcm_NFkB,0.015
Th1mem_NFkB,0.015
CD4Tcm_NFkB,0.014
Tregmem_STAT3,0.014
Tregmem_NFkB,0.013
CD8Trm_NFkB,0.012
MDSC_CREB,0.011
intMC_NFkB,0.01
CD8Tem_NFkB,0.01
CD4Tcm_STAT3,0.007
Th1mem_STAT3,0.006
