,ROC AUC,Average Precision,N features,CVS,U-test pvalue
STABL,"0.365 [0.141, 0.640]","0.505 [0.248, 0.785]","0.500 [0.000, 3.000]","0.000 [0.000, 0.000]",2.937e-01
SS 03,"0.470 [0.209, 0.748] (p=0.195)","0.522 [0.306, 0.838] (p=0.427)","4.000 [3.000, 4.000] (p=1.656e-54)","0.750 [0.750, 1.000] (p=0.000e+00)",8.501e-01
SS 05,"0.530 [0.252, 0.771] (p=0.098)","0.611 [0.327, 0.865] (p=0.194)","3.000 [3.000, 3.000] (p=1.365e-36)","1.000 [0.750, 1.000] (p=0.000e+00)",8.501e-01
SS 08,"0.510 [0.250, 0.781] (p=0.136)","0.579 [0.325, 0.866] (p=0.296)","3.000 [3.000, 3.000] (p=1.121e-35)","1.000 [0.750, 1.000] (p=0.000e+00)",9.698e-01
Lasso,"0.270 [0.042, 0.552] (p=0.226)","0.482 [0.245, 0.746] (p=0.47)","2.000 [2.000, 4.000] (p=2.120e-14)","0.500 [0.000, 0.667] (p=0.000e+00)",8.849e-02
Lasso 1SE,"0.270 [0.040, 0.537] (p=0.232)","0.482 [0.254, 0.749] (p=0.443)","2.000 [1.750, 4.000] (p=4.398e-14)","0.400 [0.000, 0.667] (p=0.000e+00)",8.849e-02
ElasticNet,"0.330 [0.083, 0.596] (p=0.418)","0.511 [0.265, 0.782] (p=0.464)","4.000 [2.000, 4.250] (p=1.701e-23)","0.500 [0.250, 0.800] (p=0.000e+00)",2.123e-01
