,C'=' 0.044,C'=' 0.534,C'=' 1.023,C'=' 1.513,C'=' 2.002,C'=' 2.492,C'=' 2.981,C'=' 3.470,C'=' 3.960,C'=' 4.449
artificial.1,0.0,0.045,0.059,0.064,0.068,0.072,0.076,0.081,0.086,0.09
artificial.2,0.0,0.022,0.032,0.038,0.042,0.047,0.05,0.052,0.053,0.056
artificial.3,0.0,0.114,0.136,0.147,0.157,0.164,0.171,0.183,0.19,0.194
artificial.4,0.0,0.04,0.065,0.076,0.082,0.086,0.091,0.096,0.099,0.1
artificial.5,0.0,0.09,0.113,0.135,0.148,0.155,0.166,0.174,0.182,0.189
artificial.6,0.0,0.023,0.034,0.044,0.049,0.056,0.06,0.063,0.066,0.069
artificial.7,0.0,0.15,0.211,0.243,0.261,0.284,0.297,0.312,0.327,0.339
artificial.8,0.0,0.072,0.089,0.098,0.109,0.121,0.128,0.134,0.135,0.138
artificial.9,0.0,0.012,0.012,0.014,0.015,0.018,0.019,0.019,0.022,0.024
artificial.10,0.0,0.004,0.004,0.004,0.007,0.007,0.008,0.01,0.011,0.012
artificial.11,0.0,0.042,0.055,0.068,0.073,0.081,0.087,0.089,0.098,0.101
artificial.12,0.0,0.042,0.052,0.056,0.058,0.065,0.07,0.072,0.077,0.081
artificial.13,0.0,0.052,0.066,0.076,0.084,0.094,0.103,0.105,0.112,0.115
artificial.14,0.0,0.013,0.02,0.024,0.027,0.028,0.031,0.031,0.038,0.046
artificial.15,0.0,0.015,0.024,0.032,0.036,0.038,0.04,0.042,0.044,0.048
artificial.16,0.0,0.103,0.145,0.169,0.187,0.196,0.206,0.22,0.229,0.244
artificial.17,0.0,0.461,0.525,0.555,0.583,0.602,0.621,0.632,0.642,0.653
artificial.18,0.0,0.036,0.056,0.065,0.075,0.079,0.083,0.09,0.098,0.102
artificial.19,0.0,0.141,0.186,0.202,0.214,0.226,0.237,0.249,0.256,0.264
artificial.20,0.0,0.112,0.134,0.151,0.161,0.165,0.18,0.184,0.19,0.193
artificial.21,0.0,0.082,0.11,0.125,0.135,0.151,0.158,0.169,0.176,0.183
artificial.22,0.0,0.192,0.242,0.265,0.287,0.297,0.31,0.322,0.332,0.343
artificial.23,0.0,0.031,0.042,0.05,0.054,0.061,0.064,0.068,0.073,0.076
artificial.24,0.0,0.203,0.232,0.252,0.271,0.278,0.296,0.303,0.313,0.323
artificial.25,0.0,0.089,0.117,0.13,0.141,0.151,0.163,0.166,0.173,0.175
artificial.26,0.0,0.044,0.062,0.075,0.085,0.091,0.098,0.103,0.107,0.112
artificial.27,0.0,0.019,0.032,0.038,0.046,0.052,0.059,0.063,0.066,0.07
artificial.28,0.0,0.012,0.016,0.028,0.034,0.038,0.04,0.042,0.045,0.048
artificial.29,0.0,0.015,0.022,0.024,0.026,0.027,0.031,0.034,0.036,0.041
artificial.30,0.0,0.02,0.028,0.035,0.042,0.044,0.053,0.061,0.066,0.074
artificial.31,0.0,0.136,0.165,0.179,0.192,0.202,0.215,0.221,0.238,0.244
artificial.32,0.0,0.105,0.131,0.153,0.162,0.174,0.185,0.188,0.201,0.211
artificial.33,0.0,0.02,0.031,0.033,0.038,0.038,0.043,0.052,0.056,0.059
artificial.34,0.0,0.014,0.028,0.033,0.035,0.036,0.037,0.041,0.042,0.043
artificial.35,0.0,0.109,0.135,0.154,0.16,0.164,0.172,0.18,0.188,0.192
artificial.36,0.0,0.121,0.165,0.184,0.208,0.219,0.231,0.245,0.254,0.266
artificial.37,0.0,0.081,0.1,0.106,0.113,0.117,0.126,0.132,0.136,0.139
artificial.38,0.0,0.021,0.025,0.03,0.036,0.039,0.043,0.045,0.048,0.048
artificial.39,0.0,0.049,0.066,0.079,0.088,0.099,0.104,0.113,0.118,0.122
artificial.40,0.0,0.263,0.305,0.333,0.348,0.364,0.38,0.387,0.394,0.403
artificial.41,0.0,0.014,0.017,0.022,0.025,0.03,0.034,0.036,0.038,0.039
artificial.42,0.0,0.058,0.082,0.091,0.099,0.105,0.108,0.112,0.122,0.124
artificial.43,0.0,0.027,0.043,0.052,0.065,0.069,0.072,0.076,0.077,0.082
artificial.44,0.0,0.01,0.013,0.019,0.022,0.028,0.029,0.03,0.031,0.032
artificial.45,0.0,0.168,0.208,0.234,0.253,0.266,0.276,0.283,0.294,0.302
artificial.46,0.0,0.127,0.155,0.181,0.19,0.202,0.204,0.209,0.215,0.223
artificial.47,0.0,0.026,0.033,0.039,0.043,0.049,0.051,0.056,0.058,0.062
artificial.48,0.0,0.012,0.02,0.026,0.028,0.032,0.037,0.039,0.041,0.042
artificial.49,0.0,0.031,0.04,0.048,0.058,0.061,0.063,0.067,0.069,0.074
artificial.50,0.0,0.173,0.208,0.233,0.256,0.273,0.287,0.295,0.307,0.311
artificial.51,0.0,0.008,0.014,0.02,0.026,0.03,0.032,0.033,0.038,0.038
artificial.52,0.0,0.157,0.204,0.231,0.241,0.249,0.262,0.272,0.281,0.288
artificial.53,0.0,0.031,0.043,0.055,0.06,0.063,0.066,0.071,0.072,0.08
artificial.54,0.0,0.015,0.029,0.04,0.046,0.047,0.049,0.054,0.06,0.068
artificial.55,0.0,0.023,0.029,0.034,0.04,0.045,0.049,0.052,0.056,0.06
artificial.56,0.0,0.06,0.086,0.098,0.109,0.117,0.121,0.128,0.131,0.134
artificial.57,0.0,0.022,0.037,0.044,0.046,0.051,0.056,0.062,0.064,0.069
artificial.58,0.0,0.053,0.067,0.077,0.089,0.094,0.1,0.105,0.113,0.117
artificial.59,0.0,0.015,0.024,0.032,0.037,0.04,0.045,0.049,0.052,0.059
artificial.60,0.0,0.039,0.052,0.057,0.059,0.062,0.067,0.068,0.069,0.072
artificial.61,0.0,0.208,0.258,0.286,0.303,0.316,0.328,0.333,0.34,0.347
artificial.62,0.0,0.02,0.03,0.033,0.035,0.037,0.04,0.043,0.045,0.05
artificial.63,0.0,0.083,0.101,0.116,0.124,0.134,0.137,0.145,0.148,0.152
artificial.64,0.0,0.011,0.017,0.024,0.027,0.032,0.037,0.04,0.042,0.047
artificial.65,0.0,0.074,0.101,0.109,0.113,0.126,0.137,0.141,0.145,0.149
artificial.66,0.0,0.103,0.131,0.145,0.158,0.167,0.173,0.183,0.195,0.2
artificial.67,0.0,0.062,0.088,0.105,0.114,0.126,0.133,0.144,0.149,0.158
artificial.68,0.0,0.083,0.107,0.119,0.132,0.14,0.149,0.153,0.161,0.167
artificial.69,0.0,0.122,0.16,0.175,0.186,0.197,0.207,0.216,0.221,0.229
artificial.70,0.0,0.038,0.053,0.063,0.063,0.066,0.07,0.073,0.079,0.082
artificial.71,0.0,0.249,0.31,0.339,0.362,0.377,0.396,0.413,0.435,0.443
artificial.72,0.0,0.308,0.358,0.382,0.405,0.425,0.43,0.441,0.447,0.458
artificial.73,0.0,0.085,0.117,0.136,0.148,0.157,0.165,0.176,0.187,0.194
artificial.74,0.0,0.015,0.023,0.024,0.029,0.035,0.038,0.04,0.041,0.042
artificial.75,0.0,0.089,0.107,0.121,0.128,0.14,0.149,0.152,0.159,0.165
artificial.76,0.0,0.004,0.004,0.007,0.007,0.009,0.011,0.013,0.016,0.02
artificial.77,0.0,0.464,0.513,0.54,0.562,0.579,0.592,0.605,0.614,0.622
artificial.78,0.0,0.02,0.038,0.045,0.053,0.058,0.066,0.075,0.077,0.079
artificial.79,0.0,0.127,0.158,0.177,0.188,0.202,0.213,0.224,0.231,0.241
artificial.80,0.0,0.281,0.336,0.363,0.38,0.398,0.407,0.421,0.43,0.448
artificial.81,0.0,0.02,0.028,0.031,0.031,0.032,0.036,0.041,0.042,0.044
artificial.82,0.0,0.053,0.067,0.081,0.088,0.096,0.107,0.113,0.116,0.119
artificial.83,0.0,0.046,0.059,0.07,0.073,0.079,0.083,0.087,0.09,0.09
artificial.84,0.0,0.044,0.052,0.065,0.071,0.075,0.082,0.086,0.091,0.098
artificial.85,0.0,0.007,0.013,0.015,0.019,0.02,0.02,0.021,0.023,0.023
artificial.86,0.0,0.037,0.052,0.074,0.083,0.088,0.1,0.104,0.111,0.119
artificial.87,0.0,0.037,0.056,0.071,0.078,0.089,0.094,0.099,0.108,0.113
