,ROC AUC,Average Precision,N features,CVS
STABL,"0.485 [0.232, 0.736]","0.491 [0.295, 0.791]","2.500 [0.000, 9.750]","0.000 [0.000, 0.194]"
SS 03,"0.380 [0.114, 0.662] (p=0.19)","0.525 [0.270, 0.805] (p=0.328)","14.000 [13.000, 15.250] (p=3.714e-03)","0.611 [0.507, 0.688] (p=1.612e-54)"
SS 05,"0.290 [0.060, 0.571] (p=0.054)","0.400 [0.228, 0.669] (p=0.053)","5.000 [5.000, 7.000] (p=2.449e-01)","0.500 [0.429, 0.667] (p=8.239e-47)"
SS 08,"0.360 [0.214, 0.500] (p=0.214)","0.476 [0.269, 0.685] (p=0.43)","0.000 [0.000, 0.000] (p=8.191e-04)","0.000 [0.000, 0.000] (p=7.248e-19)"
Lasso,"0.320 [0.082, 0.566] (p=0.106)","0.467 [0.254, 0.769] (p=0.391)","3.000 [0.750, 4.000] (p=7.093e-01)","0.143 [0.000, 0.333] (p=3.311e-05)"
Lasso 1SE,"0.340 [0.120, 0.605] (p=0.118)","0.473 [0.258, 0.762] (p=0.448)","2.000 [0.750, 3.000] (p=5.333e-01)","0.134 [0.000, 0.421] (p=2.534e-05)"
ElasticNet,"0.360 [0.135, 0.636] (p=0.141)","0.451 [0.264, 0.757] (p=0.343)","4.500 [3.000, 6.500] (p=6.401e-01)","0.375 [0.000, 0.600] (p=1.447e-13)"
